"text","text_en","cmp_code","eu_code"
"These need to be used across all sections of the community to ensure sport is inclusive.",NA,"503",NA
"Permit local authorities to invest in shares in professional sports clubs which operate in their area as a means of maintaining a connection between the club and its community.",NA,"502",NA
"Any dividends paid to the authority must be reinvested into public sporting facilities or coaching programmes in the area.",NA,"502",NA
"Work cross party to support sports to be more diverse and representative, especially for women and girls and disabled people.",NA,"503",NA
"Media",NA,"H",NA
"Elected Greens will push for rules on media to be tightened so that no individual or company owns more than 20% of a media market.",NA,"403",NA
"We would implement the recommendations of the 2012 Leveson",NA,"403",NA
"Report and reinstate the second part of that crucial review to ensure the UK media are held to the highest ethical standards.",NA,"403",NA
"We will support local media through new grants to encourage the growth of a wider range of civicminded local news publishers.",NA,"502",NA
"Local newspapers in the UK are an important part of our democracy and civic culture yet many are closing or struggling to survive.",NA,"502",NA
"Digital rights",NA,"H",NA
"Elected Greens would push to establish the UK as a leading voice on standards for the rule of law and democracy in digital spaces with a Digital Bill of Rights to ensure independent regulation of social media providers.",NA,"202.1",NA
"This legislation will safeguard elections by responding to the challenges of foreign interference, social media and declining confidence in democracy.",NA,"202.1",NA
"The Digital Bill of Rights will give the public greater control over their data, ensuring UK data protection is as strong as any other regulatory regime.",NA,"202.1",NA
"Given the complexity of this legislation, elected Greens will push for the Bill to be developed through a broad and inclusive public conversation.",NA,"202.1",NA
"The rise of AI is transforming many industries and has enormous potential for good, when well regulated.",NA,"411",NA
"Elected Greens will push for a precautionary regulatory approach to the harms and risk of AI.",NA,"403",NA
"We would align the UK approach with our neighbours in Europe, UNESCO and global efforts to support a coordinated response to future risks of AI.",NA,"108",NA
"We will also aim to secure equitable access to any socially and environmentally responsible benefits these technologies can bring, at the same time as addressing any bias, discrimination, equality, liberty or privacy issues arising from the use of AI.",NA,"503",NA
"We would insist on the protection of the Intellectual Property of artists, writers and musicians and other creators.",NA,"201.2",NA
"We would ensure that AI does not erode the value of human creativity",NA,"502",NA
"and that workers’ rights and interests are respected when AI leads to significant changes in working conditions.",NA,"701",NA
"Bringing Justice to Crime and Policing",NA,"H",NA
"Everyone has the right to feel safe - on the street, in their home or online.",NA,"605.1",NA
"Simple things like more police on the beat and greater support for domestic violence units can make a huge difference.",NA,"605.1",NA
"But Greens recognise it’s time to do more - so we will tackle structural injustice and transform our policing and justice system.",NA,"503",NA
"Green MPs will expand restorative justice when crimes do take place, both to give victims a voice and to help offenders take responsibility for the harm they have done.",NA,"605.2",NA
"We will focus on the prevention of crime through restoring the funding withdrawn from youth services since 2010 and through community-based policing.",NA,"606.1",NA
"We will focus on rehabilitation through investment in the probation and prison services; Greens choose to rebuild people’s lives rather than condemning them to a downward cycle of crime and imprisonment.",NA,"504",NA
"It is a cliché that justice delayed is justice denied, but it is also true.",NA,"605.1",NA
"We would invest in criminal justice so that defendants are brought to trial quickly in the interests of both victim and the people accused.",NA,"605.1",NA
"Elected Greens will work to: Restore trust and confidence in the police.",NA,"605.1",NA
"End violence against women and girls.",NA,"605.1",NA
"Repair and renew our court system with a £2.5bn investment.",NA,"605.1",NA
"Trust and confidence in the police",NA,"H",NA
"We believe in policing by consent, but this can only work if the police can rebuild trust with the communities they serve.",NA,"606.1",NA
"Police Services need to acknowledge the institutional racism, misogyny, homophobia and disablism that have dominated policing for so long.",NA,"503",NA
"They must root out any officers who hold views incompatible with serving as a police officer.",NA,"503",NA
"Many communities, especially Black communities, are disillusioned with the police after experiencing decades of disproportionate policing and traumatising tactics like stop and search and the use of force.",NA,"503",NA
"Rebuilding trust and confidence and earning the consent of communities to being policed is critical for the future of policing.",NA,"606.1",NA
"Police Services should be accountable to elected local government and to the communities where they work.",NA,"606.1",NA
"Elected Greens will push for: An end to the routine use of stop and search",NA,"605.2",NA
"and to the use of facial recognition software.",NA,"605.2",NA
"Police Services to deliver ongoing fitness to practice assessments on diversity for all police officers and relevant civilian staff.",NA,"605.2",NA
"Police and Crime Commissioners, and local councillors on police and crime panels, to have open access to the data needed to enable effective scrutiny of operational policing.",NA,"605.2",NA
"Restorative justice and a practical approach to prosecution",NA,"H",NA
"The Green approach to crime is grounded in a restorative approach and a belief that rehabilitation is the best way to reduce future offending.",NA,"605.2",NA
"Prison is a demonstrably ineffective way of reducing reoffending:",NA,"605.2",NA
"evidence shows that short prison sentences are especially ineffective and lead to higher rates of recidivism.",NA,"605.2",NA
"There are some people who need to be imprisoned for reasons of public safety or the seriousness of their offence.",NA,"605.1",NA
"For others a restorative approach, forcing criminals to take responsibility for the consequences of their actions, is better for the offender, the victim and society at large.",NA,"605.2",NA
"Elected Greens will seek to break the cycle of reoffending through legislating for a presumption against custodial sentences under two years.",NA,"605.2",NA
"The Green Party welcomes the greater emphasis on diversion in the criminal justice system.",NA,"605.2",NA
"Green MPs will ensure that diversion programmes are in place for: All low-level drug and alcohol related offences.",NA,"605.2",NA
"Young offenders arrested for low-level offences.",NA,"605.2",NA
"End domestic abuse and violence against women and girls",NA,"H",NA
"The continuing murder, abuse, harassment and denigration of women and girls is a stain on our society.",NA,"605.1",NA
"It is a Green Party priority to end domestic abuse and violence against women and girls.",NA,"605.1",NA
"Elected Greens will push to: Make misogyny a hate crime across the UK",NA,"605.1",NA
"and increase the police’s capacity to deal with domestic violence.",NA,"605.1",NA
"Develop and implement a new UK-wide strategy to tackle gender-based violence, including domestic violence, rape and sexual abuse, Female Genital Mutilation (FGM), and trafficking.",NA,"605.1",NA
"Ensure that domestic abuse and gender-based violence is a key measurable priority for all police forces",NA,"605.1",NA
"and that all police officers are trained to recognise and tackle domestic violence.",NA,"605.1",NA
"Fund local authorities so that domestic violence, rape crisis and other provision can meet local needs.",NA,"605.1",NA
"Decriminalise sex work.",NA,"605.2",NA
"Tackling the court backlog",NA,"H",NA
"The court system is in chaos and it’s letting down victims and the accused, whilst large numbers of prisoners on remand and endless court cancellations create knock-on effects for the prison and probation services too.",NA,"303",NA
"The Green Party will invest £11bn in restoring the Ministry of Justice budget over the course of the next parliament.",NA,"303",NA
"This would be used to restore legal aid budgets, to ensure that the Criminal Bar is sufficiently well funded and to repair court buildings.",NA,"303",NA
"Elected Greens will push to recruit more judges and to ensure that they are representative of wider society.",NA,"202.1",NA
"A public health approach to tackling violence",NA,"H",NA
"Violence is experienced by communities across the country.",NA,"605.2",NA
"The evidence supporting a public health approach to reducing violence is compelling.",NA,"504",NA
"The Green Party supports the use of violence reduction units and the need for them to be a focus on multi-agency working.",NA,"605.2",NA
"In Scotland, the introduction of violence reduction units, coordinated with the Scottish Government’s control over public services, has delivered a welcome decrease in violence.",NA,"605.2",NA
"Elected Greens will push for more local control over public services",NA,"301",NA
"and more effective joined up working across public services to deliver violence reduction strategies.",NA,"504",NA
"Communities all over the country experience youth violence in particular.",NA,"605.2",NA
"Many of the Green Party’s proposals will, over time, reduce the level of violence affecting young people.",NA,"605.2",NA
"Elected Greens will also campaign to ensure that: Local authorities are properly funded to deliver youth services including the youth workers who play a key role in keeping young people safe.",NA,"504",NA
"Safeguarding is the priority in encounters between young people and the police.",NA,"504",NA
"The use of traumatising tactics like stop and search becomes an exception, not routine.",NA,"605.2",NA
"Children and young people are never strip searched without an appropriate adult present, and only in very exceptional circumstances.",NA,"605.2",NA
"Youth workers rather than police officers work with pupils in schools.",NA,"504",NA
"Reforming drug laws",NA,"H",NA
"Elected Greens will push for the establishment of a National Commission to agree an evidence-based approach to reform of the UK’s counterproductive drug laws.",NA,"605.2",NA
"Neither prohibition nor the policing of low-level drug offences, especially cannabis possession, have reduced use and consequently have had no impact on the size of the criminal market or the profits made by organised crime.",NA,"605.2",NA
"Elected Greens will therefore push to decriminalise personal possession of drugs,",NA,"605.2",NA
"diverting people from the criminal justice system towards support with addiction, housing and employment, from health workers focused on drug harm reduction",NA,"504",NA
"This would free up hundreds of thousands of hours of police time, which could instead be invested in tackling other priorities which benefit wider society.",NA,"605.2",NA
"Building A Fairer, Greener, Safer World",NA,"H",NA
"In a world threatened by war and the rise of authoritarian regimes, the Green Party believes that the UK’s foreign policy should be based on shared commitments to democracy,",NA,"202.1",NA
"peace,",NA,"106",NA
"global solidarity",NA,"107",NA
"and the protection of human rights.",NA,"201.2",NA
"It has never been more important to support the rule of law, including the international law that underpins our rights and protects against state aggression, genocide and the inhuman treatment of refugees.",NA,"201.2",NA
"In a world threatened by climate-driven instability and mass migration, there is an ever-greater need for enlightened leadership and international solidarity.",NA,"107",NA
"The Green Party wants to see the UK: Take the lead in upholding the right to self-determination",NA,"201.1",NA
"and the enforcement of international law.",NA,"107",NA
"Continue to support Ukraine as it resists Russian invasion.",NA,"104",NA
"Work towards reform of the European security architecture and disarmament,",NA,"105",NA
"based on shared commitments to democracy and mutual transparency.",NA,"202.1",NA
"Rejoin and play its full part in the family of nations that is the European Union, as soon as possible",NA,"108",NA
"Israel and Palestine",NA,"H",NA
"The Green Party has been calling for an immediate bilateral ceasefire in the war between Israel and Gaza",NA,"105",NA
"and the return of hostages since mid-October 2023.",NA,"105",NA
"We condemned the appalling murder of hundreds of Israeli civilians by Hamas on 7 October and for which Hamas should be held to account,",NA,"105",NA
"and since then have watched in horror as Israeli forces have committed war crimes that have caused the deaths of tens of thousands of Palestinian civilians.",NA,"105",NA
"Green MPs will push for: An immediate and permanent bilateral ceasefire.",NA,"105",NA
"A durable political solution that ensures security and equal rights for Israelis and Palestinians.",NA,"106",NA
"This is the only way to achieve long-term security for the people of Palestine and Israel.",NA,"106",NA
"Recognition of the state of Palestine",NA,"106",NA
"and an urgent international effort to end the illegal occupation of Palestinian land.",NA,"106",NA
"Investigation and prosecution of war crimes.",NA,"105",NA
"We believe there is strong evidence to support South Africa’s submission to the International Court of Justice that Israel is guilty of genocide in its conduct in Gaza.",NA,"105",NA
"An end to all UK arms exports to and military cooperation with Israel, which make the British government complicit in these war crimes.",NA,"105",NA
"Climate diplomacy and overseas aid",NA,"H",NA
"The UK carries a particular responsibility for its high share of historic global emissions and as a former colonial power.",NA,"107",NA
"In recognition of the importance of supporting countries in the Global South to decarbonise their economies and be resilient to climate impacts, Greens would ensure that the UK’s existing climate finance commitments are delivered in full and are genuinely new and additional to aid spending.",NA,"107",NA
"Elected Greens would push for the UK to: Go beyond restoring international aid to 0.7% of GNI, raising this to 1% by 2033.",NA,"107",NA
"Increase the climate finance budget to 1.5% of GNI by 2033,",NA,"501",NA
"with an additional contribution to a newly established Loss and Damage Fund in order to help climate vulnerable countries to respond to increasingly severe storms, floods and rising temperatures.",NA,"107",NA
"Support a new international law against ecocide and stand with those protecting biodiversity globally, including indigenous peoples.",NA,"107",NA
"Enable the people of the Global South to take the lead on how aid is spent, as those with most at stake know best how to solve their problems.",NA,"107",NA
"In some cases, this may mean direct support to affected populations rather than working through authoritarian or corrupt governments.",NA,"107",NA
"Establish a Parliamentary Commission of Inquiry for Truth and Reparatory Justice to address reparations needed to redress global inequalities caused by the trans-Atlantic trafficking of enslaved Africans.",NA,"107",NA
"Work within international frameworks and with international partners to remove the burden of debt from the Global South.",NA,"107",NA
"Make finance and technology available to support the development of environmentally and socially sustainable economies of low-income countries to tackle the causes and impacts of the climate and nature emergencies.",NA,"107",NA
"International Trade",NA,"H",NA
"Green MPs will campaign to end the current practice of parallel judicial systems in trade and investment agreements, which allow companies to sue governments secretly for billions.",NA,"107",NA
"These mechanisms give too much power to corporations at the expense of democracy, the environment and human rights.",NA,"107",NA
"Elected Greens will fight to ensure that all new trade agreements: Respect workers’",NA,"701",NA
"and consumers’ rights.",NA,"403",NA
"Meet UK animal protection and environmental standards.",NA,"501",NA
"Elected Greens will also seek to leverage the United Kingdom’s position as a centre of financial services to ensure that this industry plays a key role in financing the transition to an environmentally sustainable carbon-neutral global economy.",NA,"416.2",NA
"Britain’s future in Europe",NA,"H",NA
"The Green Party is pro-European, and proudly so.",NA,"108",NA
"We opposed UK withdrawal from the EU, and believe that Britain would be better off politically, socially, environmentally and economically had we maintained our EU membership.",NA,"108",NA
"A united international response to global issues is needed now more than ever.",NA,"107",NA
"Full membership of the EU remains the best option for the UK.",NA,"108",NA
"Green MPs will work towards: Re-joining the EU as soon as the domestic political situation is favourable and EU member states are willing.",NA,"108",NA
"Joining the Customs Union as a first step towards full EU membership, and a way of resolving many of the worst problems resulting from Brexit.",NA,"108",NA
"A speedy return to the free movement of people between the UK and the EU, including reciprocal rights to work for both UK and European citizens.",NA,"108",NA
"Rejoining the Erasmus Programme, which enables students to study for a year in another European country.",NA,"108",NA
"NATO and nuclear weapons",NA,"H",NA
"Most of the world’s countries do not possess weapons of mass destruction and are safer as a result.",NA,"105",NA
"Elected Greens will: Push for the UK to sign the UN Treaty on the Prohibition of Nuclear Weapons (TPNW),",NA,"105",NA
"and following this to begin immediately the process of dismantling our nuclear weapons,",NA,"105",NA
"cancelling the Trident programme",NA,"105",NA
"and removing all foreign nuclear weapons from UK soil.",NA,"105",NA
"Work with international partners to enlarge membership of the TPNW",NA,"107",NA
"and ensure that all states meet their commitments under the Nuclear Non-Proliferation Treaty.",NA,"105",NA
"Work to support and enhance the work of the Organisation for Security and Co-operation in Europe (OSCE) on arms control and the building of mutual trust and confidence.",NA,"105",NA
"The Green Party recognises that NATO has an important role in ensuring the ability of its member states to respond to threats to their security.",NA,"104",NA
"We support the principle of international solidarity, whereby nations support one another through mutual defence alliances and multilateral security frameworks.",NA,"104",NA
"However, that doesn’t mean we think NATO is perfect—far from it.",NA,"105",NA
"We will work within NATO for a greater focus on outreach and dialogue to support global peacebuilding, based on democratic and inclusive values.",NA,"106",NA
"We want to see crucial reforms to the way NATO operates, that include:",NA,"105",NA
"First and foremost a commitment to a ‘No First Use’ of nuclear weapons.",NA,"105",NA
"Diplomacy and practical co-operation must always take precedence over military action.",NA,"105",NA
"We want to see much greater emphasis on the alliance’s efforts to encourage dialogue to support global peace-building.",NA,"106",NA
"NATO must act solely in defence of member states.",NA,"605.2",NA
"Statistical Appendix",NA,"H",NA
"These are our best estimates of what needs to be added to total public expenditure in the next",NA,NA,NA
"spending review to fund the policies set out in this Manifesto.",NA,NA,NA
"The estimates are for the five years starting on 1st April 2025.",NA,NA,NA
"The baseline for this forecast is the OBR March 2024 projection.",NA,NA,NA
"Year ended 31 March 2026 2027 2028 2029 2030 £bn £bn £bn £bn £bn",NA,NA,NA
"Revenue spending Health and social care 30.7 35.4 40.6 46.4 52.9 Income support 17.6 23.0 25.1 27.2 29.4 Nature, food and farming 3.6 4.2 4.5 4.5 4.5 Education 13.9 13.4 12.9 13.2 13.6 Transport 5.7 10.5 10.8 11.9 14.6 Overseas aid 8.3 12.2 16.1 20.1 24.0 Other (1) 19.4 21.2 21.3 21.7 22.6 99.2 119.8 131.4 145.1 161.6 Capital spending Health and education 9.2 6.6 6.6 6.6 6.6 Green economic transformation 9.9 19.1 46.7 56.7 72.6 Social housing 2.2 4.6 5.8 10.5 18.1 Other (2) 7.0 16.5 6.7 6.8 6.9 Savings (3) -5.6 -6.8 -9.2 -11.6 -13.9 22.8 40.0 56.6 69.0 90.3 Taxation",NA,NA,NA
"Taxes on personal income and wealth 28.5 65.3 68.9 71.9 72.9 Business taxes 7.0 9.1 9.5 9.6 8.2 Carbon taxes 1.2 40.6 57.0 69.7 91.3 36.7 115.1 135.4 151.2 172.4 Deficit - funded by additional debt 85.3 44.7 52.6 62.9 79.5 Notes",NA,NA,NA
"1.",NA,NA,NA
"Includes debt interest and increased spending in Wales, Scotland and Northern Ireland on devolved function.. 2. 2027 includes £10bn funding for regional banks.",NA,NA,NA
"3. Includes savings from cancellation of Trident replacement and reduction in road building.",NA,NA,NA
"4. These estimates are part of a 10-year programme.",NA,NA,NA
"What is achievable in the first five years may be constrained by inflation risks and supply-side shortages.",NA,NA,NA
"Vote Hope.",NA,"H",NA
"Vote Change.",NA,"H",NA
"Vote Green.",NA,"H",NA
"The Green Party has been going from strength to strength.",NA,NA,NA
"We find that when you tell the truth, aim high, and offer hope, voters respond.",NA,NA,NA
"We are now represented on 170 councils nationwide and part of the administration on 42 councils.",NA,NA,NA
"We have increased our number of councillors fivefold in the past five years.",NA,NA,NA
"They are using the power given to them by your vote to build fairer, greener communities.",NA,NA,NA
"In this election we are aiming high: we are standing in more seats than ever before and we are aiming to win more votes than ever before and to significantly increase our number of MPs’.",NA,NA,NA
"We need those MPs to keep climate at the top ofgovernment agenda, to resist further privatisation of public services, to make sure that the country sees the investment that we need to mend so much that is broken.",NA,NA,NA
"Now, it’s over to you.",NA,NA,NA
"You can choose a fairer future for us all.",NA,NA,NA
"Vote for real hope and real change.",NA,NA,NA
"Vote Green.",NA,NA,NA
