"text","text_en","cmp_code","eu_code"
"Drug addiction fuels crime, violence and family breakdown – and new dangerous substances are driving an increase in deaths from drug abuse.",NA,"605.1",NA
"We will tackle drug-related crime,",NA,"605.1",NA
"and at the same time take a new approach to treatment so we can reduce drug deaths",NA,"605.2",NA
"and break the cycle of crime linked to addiction.",NA,"605.2",NA
"Rehabilitation",NA,"H",NA
"We will create a prisoner education service focused on work-based training and skills.",NA,"605.2",NA
"We will improve employment opportunities for ex-offenders, including a job coach in each prison.",NA,"605.2",NA
"This approach is proven to reduce reoffending.",NA,"605.2",NA
"We are improving prison security to protect staff, stop drug smuggling and reduce violence.",NA,"605.1",NA
"Supporting all victims of crime",NA,"H",NA
"Delivering justice does not just mean treating defendants fairly, but doing right by victims.",NA,"605.1",NA
"So we will pass and implement a Victims’ Law that guarantees victims’ rights and the level of support they can expect.",NA,"201.2",NA
"We will support all victims of domestic abuse and pass the Domestic Abuse Bill.",NA,"605.1",NA
"We will increase support for refuges and community support for victims of rape and sexual abuse.",NA,"605.1",NA
"We will pilot integrated domestic abuse courts that address criminal and family matters in parallel.",NA,"605.1",NA
"We will continue to fight crime against women and girls, including rape, Female Genital Mutilation and forced marriage.",NA,"605.1",NA
"Our support for the main carer receiving Universal Credit will help give greater independence to individuals, most often women, trapped with coercive partners.",NA,"503",NA
"We will protect people from physical attack or harassment whether for their sex, sexual orientation, ethnicity, religion or disability,",NA,"503",NA
"and expand funding for and protect places of worship.",NA,"605.1",NA
"We will vigorously combat harassment and violence against all religious groups,",NA,"605.1",NA
"and against LGBT people.",NA,"605.1",NA
"We will ensure that those who work in countering extremism are protected from threats and intimidation.",NA,"605.1",NA
"We will ban public bodies from imposing their own direct or indirect boycotts, disinvestment or sanctions campaigns against foreign countries.",NA,"605.1",NA
"These undermine community cohesion.",NA,"606.1",NA
"We will legislate to make the UK the safest place in the world to be online – protecting children from online abuse and harms, protecting the most vulnerable from accessing harmful content,",NA,"605.1",NA
"and ensuring there is no safe space for terrorists to hide online",NA,"605.1",NA
"– but at the same time defending freedom of expression",NA,"201.2",NA
"and in particular recognising and defending the invaluable role of a free press.",NA,"201.2",NA
"Also, given how the online worldis moving, the Gambling Act is increasingly becoming an analogue law in a digital age.",NA,"605.1",NA
"We will review it, with a particular focus on tackling issues around loot boxes and credit card misuse.",NA,"605.1",NA
"Fix our immigration system",NA,"H",NA
"The vote to leave the EU was, among other things, a vote to take back control of our borders.",NA,"110",NA
"That is why a majority Conservative Government will get Brexit done,",NA,"110",NA
"and then introduce a firmer and fairer Australian-style points-based immigration system,",NA,"601.2",NA
"so that we can decide who comes to this country on the basis of the skills they have and the contribution they can make – not where they come from.",NA,"602.2",NA
"Migrants will contribute to the NHS – and pay in before they can receive benefits.",NA,"602.2",NA
"Our new system gives us real control over who is coming in and out.",NA,"601.2",NA
"It allows us to attract the best and brightest from all over the world.",NA,"602.2",NA
"Only by establishing immigration controls and ending freedom of movement",NA,"601.2",NA
"will we be able to attract the high-skilled workers we need to contribute to our economy, our communities and our public services.",NA,"602.2",NA
"There will be fewer lower-skilled migrants and overall numbers will come down.",NA,"601.2",NA
"And we will ensure that the British people are always in control.",NA,"601.1",NA
"Attracting the best and brightest",NA,"H",NA
"We want the UK to be a magnet for the best and brightest, with special immigration routes for those who will make the biggest contribution.",NA,"602.2",NA
"We will create bespoke visa schemes for new migrants who will fill shortages in our public services,",NA,"602.2",NA
"build the companies and innovations of the future and benefit Britain for years to come.",NA,"602.2",NA
"These include: the NHS Visa.",NA,"602.2",NA
"Qualified doctors, nurses and allied health professionals with a job offer from the NHS, who have been trained to a recognised standard, and who have good working English, will be offered fast-track entry, reduced visa fees and dedicated support to come to the UK with their families.",NA,"602.2",NA
"Actively recruiting leaders in their field to come to the UK.",NA,"602.2",NA
"The small number of the best technology and science graduates from the top universities in the world and those who win top scientific prizes will be offered fast-track entry to the UK – these people can do more than any others to drive scientific progress and help our NHS and our economy.",NA,"602.2",NA
"Our student visa will help universities attract talented young people and allow those students to stay on to apply for work here after they graduate.",NA,"602.2",NA
"Our start-up visa, alongside our new rules for those of exceptional talent, will ensure that we can attract the entrepreneurs of the future who want to start great businesses here in the UK.",NA,"602.2",NA
"Our Australian-style points-based system",NA,"H",NA
"We will prioritise people who: Have a good grasp of English",NA,"601.2",NA
"Have been law-abiding citizens in their own countries",NA,"601.2",NA
"Have good education and qualifications",NA,"602.2",NA
"Most people coming into the country will need a clear job offer.",NA,"601.2",NA
"In addition: We will not allow serious criminals into the country.",NA,"601.2",NA
"If people abuse our hospitality, we will remove them as quickly as possible.",NA,"601.2",NA
"We will keep track of who is coming in and out of our country.",NA,"601.2",NA
"We will overhaul the current immigration system, and make it more fair and compassionate – what happened to the Windrush generation was horrific and we will ensure it never happens again.",NA,"503",NA
"We are committed to the Windrush compensation scheme.",NA,"503",NA
"We will treat EU and non-EU citizens equally.",NA,"110",NA
"Regardless of whether they are from Europe or another part of the world, we welcome people who meet our criteria.",NA,"601.2",NA
"We want EU citizens who came to live in the UK before Brexit to stay – and we have committed absolutely to guaranteeing their existing rights and ensuring that they feel a welcomed and valued part of our country and community after Brexit.",NA,"201.2",NA
"That is why we introduced the EU Settlement Scheme.",NA,"201.2",NA
"Integration and openness",NA,"H",NA
"We want our party, and our Government, to represent modern Britain – a diverse and tolerant country with confidence in its own identity and values.",NA,"601.1",NA
"We believe the enduring beliefs that unite us are far more important than our differences.",NA,"601.1",NA
"Our society has been enriched by immigration and we will always recognise the contribution of those who have helped build our public services, businesses, culture and communities.",NA,"607.1",NA
"We will ensure no matter where in the world you or your family come from, your rights will be respected",NA,"201.2",NA
"and you will be treated with fairness and dignity.",NA,"503",NA
"We will tackle prejudice, racism and discrimination and address the complex reasons why some groups do less well at school, earn less at work,mor are more likely to be victims of crime.",NA,"503",NA
"We will act to improve the lives of all and reject the politics of division.",NA,"503",NA
"Our priority is to focus on practical solutions that make a real difference to people’s lives.",NA,"503",NA
"We will boost English language teaching to empower existing migrants and help promote integration into society.",NA,"607.2",NA
"We will back the National Citizen Service and promote it in schools as a way of bringing communities together.",NA,"607.2",NA
"The Youth Futures Foundation will invest at least £90 million to improve employment outcomes for young people.",NA,"706",NA
"We will improve the quality of evidence and data within Government about the types of barriers different groups face, ensuring that fairness is at the heart of everything we do.",NA,"503",NA
"We will continue to grant asylum and support to refugees fleeing persecution, with the ultimate aim of helping them to return home if it is safe to do so.",NA,"201.2",NA
"We will champion freedom of expression and tolerance, both in the UK and overseas.",NA,"201.2",NA
"We will ensure that the historic contribution of migrant groups is recognised.",NA,"606.1",NA
"We will maintain our support for a memorial recognising the contribution of the Windrush Generation in a prominent site in London.",NA,"606.1",NA
"Contributing to our country",NA,"H",NA
"It is a basic point of principle – and natural justice – that you should not be able to take out before you have put in.",NA,"503",NA
"Of course we should help those in genuine need – especially those who have fled from persecution.",NA,"201.2",NA
"But at the same time, it is both right and fair that, as in other countries, people making the UK their home should pay into the tax system for a reasonable period of time before they can access welfare.",NA,"505",NA
"Our new immigration system will mean: People coming into the country from the EU will only be able to access unemployment, housing, and child benefit after five years, in the way non-EEA migrants currently do.",NA,"505",NA
"We will no longer allow people to claim child benefit for children living overseas.",NA,"505",NA
"We will require new arrivals to contribute to the funding of the NHS and will increase the health surcharge to ensure it covers the full cost of use.",NA,"505",NA
"and will increase the health surcharge to ensure it covers the full cost of use.",NA,"505",NA
"We will also enforce charges on those who come to our country and use our health services without contributing, doubling the budget for our health tourism enforcement unit.",NA,"505",NA
"We will continue to offer free emergency care to anyone who needs it.",NA,"505",NA
"In order to help communities cope better with pressures on public services, we will ensure that new GP and school places are delivered ahead of people moving into new housing developments,",NA,"504",NA
"and will invest in technical skills and work incentives so British workers take up as many jobs as possible.",NA,"601.2",NA
"This is a package of measures that is fair, firm and compassionate – that brings the immigration system, after so many years, into line with the British people’s own sense of what is right.",NA,"601.1",NA
"But we cannot do any of it unless we have a strong Conservative Government that can get Brexit done.",NA,"110",NA
"We Will Unleash Britain’s Potential",NA,"H",NA
"Getting Brexit done allows us to focus on making this the best possible place to live and work –",NA,"601.1",NA
"to use our post-Brexit freedoms to build prosperity and strengthen and level up every part of the country.",NA,"110",NA
"Because it is not just Britain’s potential that we want to unleash, but that of the British people.",NA,"601.1",NA
"Our plan means making sure people have access to world-class public services,",NA,"601.1",NA
"that they feel safe on the streets,",NA,"605.1",NA
"that working families get to keep more of their own money,",NA,"401",NA
"and that we help with cost of living pressures.",NA,"403",NA
"But it also means making sure that we share prosperity across the country, addressing the longstanding economic challenges in parts of the country.",NA,"503",NA
"We will invest responsibly and prudently in the infrastructure that can make a difference,",NA,"411",NA
"and ensure communities in every corner of the United Kingdom are pleasant, safe and prosperous.",NA,"503",NA
"And we will invest far more in helping workers train and retrain for the jobs and industries of the future.",NA,"411",NA
"Investing in people,",NA,"701",NA
"restoring the fabric of our towns and cities,",NA,"601.1",NA
"building the homes we need,",NA,"411",NA
"supporting science and industry,",NA,"411",NA
"bstrengthening the great Union between the United Kingdom’s four nations – that is how we will unleash our country’s full potential.",NA,"601.1",NA
"We are the only party that can deliver this programme, because we are the only party that understands the symmetry at the heart of the UK economy.",NA,"305.1",NA
"That the only way to fund world-class public services and outstanding infrastructure is to encourage the millions of British businesses that create the wealth of the nation –",NA,"402",NA
"especially small businesses, family firms and the self-employed.",NA,"403",NA
"We stand for the people working every hour they can,",NA,"401",NA
"those taking a risk on a new idea,",NA,"401",NA
"those challenging existing markets.",NA,"401",NA
"Their success is our success.",NA,"401",NA
"And we stand for those who give their time to help others – the charities, community groups and volunteers who already do so much to make our country a better place.",NA,"606.1",NA
"We believe, in other words, that Britain is a great country – the greatest place on earth.",NA,"601.1",NA
"Together, we can make it greater still.",NA,"601.1",NA
"Revive our towns and cities",NA,"H",NA
"People across the UK are rightly proud of where they come from, and of their local areas.",NA,"601.1",NA
"But too many communities feel let down.",NA,"601.1",NA
"Violent crime and anti-social behaviour are ignored amid a backdrop of boarded-up department stores, shops and pubs.",NA,"601.1",NA
"Great towns and cities are being held back.",NA,"601.1",NA
"We as Conservatives want to give you freedom – low taxes, opportunity, the chance to realise your dreams.",NA,"201.1",NA
"But we also want to give you security – safe and pleasant streets, and the ability to take pride and comfort from the community around you.",NA,"601.1",NA
"This is why, in his first months as Prime Minister, Boris Johnson has set out an agenda for levelling up every part of the UK – not just investing in our great towns and cities, as well as rural and coastal areas, but giving them far more control of how that investment is made.",NA,"301",NA
"In the 21st century, we need to get away from the idea that ‘Whitehall knows best’ and that all growth must inevitably start in London.",NA,"301",NA
"Because we as Conservatives believe you can and must trust people and communities to make the decisions that are right for them.",NA,"301",NA
"To underpin this national renewal, we will invest £100 billion in additional infrastructure spending – on roads, rail",NA,"411",NA
"and other responsible, productive investment which will repair and refurbish the fabric of our country and generate greater growth in the long run.",NA,"416.2",NA
"For example, flood defences will receive £4 billion in new funding.",NA,"501",NA
"We will ensure that we are always spending what we can afford – with strict limits on borrowing and repayment costs.",NA,"414",NA
"We will use this historic investment to level up and connect this country, so that everyone can get a fair share of its future prosperity.",NA,"503",NA
"A new deal for towns",NA,"H",NA
"Our new Towns Fund will help communities make sure their towns are safe to walk in and a pleasure to be in.",NA,"606.1",NA
"We want there to be things to do, great places to shop and eat and transport to be easy.",NA,"606.1",NA
"Above all, we want the town’s future to be in the hands of the people who live there.",NA,"606.1",NA
"Regenerating towns.",NA,"H",NA
"The Towns Fund will go to an initial 100 towns to improve their local economy – and they and only they will make the choice about what improvements their local area needs.",NA,"301",NA
"Thriving high streets.",NA,"H",NA
"We will cut taxes for small retail businesses and for local music venues, pubs and cinemas.",NA,"402",NA
"Giving young people a future.",NA,"H",NA
"As well as our investment in schools and technical education, we will invest £500 million in new youth clubs and services.",NA,"706",NA
"Safer streets, safer towns.",NA,"H",NA
"A new Safer Streets Fund will invest in preventative measures like new CCTV or community wardens.",NA,"605.1",NA
"New civic infrastructure.",NA,"H",NA
"We have announced the largest cultural capital programme in a century, of £250 million.",NA,"502",NA
"This will support local libraries and regional museums.",NA,"502",NA
"We will work with local universities to do more for the education, health and prosperity of their local areas.",NA,"606.1",NA
"Community ownership.",NA,"H",NA
"We will establish a £150 million Community Ownership Fund to encourage local takeovers of civic organisations or community assets that are under threat – local football clubs, but also pubs or post offices.",NA,"606.1",NA
"We will set up a fan-led review of football governance, which will include consideration of the Owners and Directors Test,",NA,"502",NA
"and will work with fans and clubs towards introducing safe standing.",NA,"502",NA
"And we will help communities that want to create ‘pocket parks’ and regenerate derelict areas.",NA,"502",NA
"Community spirit.",NA,"H",NA
"Through the Cultural Investment Fund, outlined above, we will also support activities, traditions and events that bring communities together.",NA,"606.1",NA
"We will support local and regional newspapers, as vital pillars of communities and local democracy,",NA,"202.1",NA
"including by extending their business rates relief.",NA,"402",NA
"A transport revolution",NA,"H",NA
"A key part of our plan to level up the UK’s cities and regions is to connect them.",NA,"411",NA
"Leeds is the largest city in Western Europe without a light rail or metro system.",NA,"411",NA
"And European cities are often more productive than our own in large part because they have better infrastructure.",NA,"411",NA
"We will connect our cities:",NA,"H",NA
"We will build Northern Powerhouse Rail between Leeds and Manchester and then focus on Liverpool, Tees Valley, Hull, Sheffield and Newcastle.",NA,"411",NA
"We will invest in the Midlands Rail Hub, strengthening rail links including those between Birmingham, Leicester, Nottingham, Coventry, Derby, Hereford and Worcester.",NA,"411",NA
"We will also invest in improving train lines to the South West and East Anglia.",NA,"411",NA
"We will extend contactless pay-as-you go ticketing to almost 200 more stations in the South East, meaning that 50 per cent of all rail journeys and almost all London commuter journeys can be completed using a contactless bank card.",NA,"411",NA
"We will give city regions the funding to upgrade their bus, tram and train services to make them as good as London’s,",NA,"301",NA
"with more frequent, better-integrated services,",NA,"411",NA
"more electrification,",NA,"411",NA
"modern buses and trains",NA,"411",NA
"and smart ticketing – such as the vision proposed by Andy Street for the West Midlands.",NA,"411",NA
"The railways need accountability, not nationalisation.",NA,"403",NA
"So we will end the complicated franchising model and create a simpler, more effective rail system,",NA,"403",NA
"including giving metro mayors control over services in their areas.",NA,"301",NA
"We will make a £28.8 billion investment in strategic and local roads.",NA,"411",NA
"We will invest £1 billion in completing a fast-charging network to ensure that everyone is within 30 miles of a rapid electric vehicle charging station.",NA,"411",NA
"We will consult on the earliest date we can phase out the sale of new conventional petrol and diesel cars,",NA,"416.2",NA
"while minimising the impact on drivers",NA,"403",NA
"and businesses.",NA,"402",NA
"We will require that a minimum service operates during transport strikes.",NA,"403",NA
"Rail workers deserve a fair deal, but it is not fair to let the trade unions undermine the livelihoods of others.",NA,"702",NA
"HS2 is a great ambition, but will now cost at least £81 billion and will not reach Leeds or Manchester until as late as 2040.",NA,"303",NA
"We will consider the findings of the Oakervee review into costs and timings and work with leaders of the Midlands and the North to decide the optimal outcome.",NA,"303",NA
"Connectivity is not just about the UK’s great cities.",NA,"H",NA
"To help communities across the country, we will restore many of the Beeching lines, reconnecting smaller towns such as Fleetwood and Willenhall that have suffered permanent disadvantage since they were removed from the rail network in the 1960s.",NA,"411",NA
"We will invest in superbus networks",NA,"411",NA
"with lower fares",NA,"403",NA
"– flat fares in urban areas",NA,"403",NA
"– and increased frequency.",NA,"411",NA
"We will keep bus fares low,",NA,"403",NA
"bring back and protect rural routes,",NA,"411",NA
"and speed up your journeys.",NA,"411",NA
"We will invest in electric buses, developing the UK’s first all-electric-bus town.",NA,"501",NA
"We will launch the biggest ever pothole-filling programme as part of our National Infrastructure Strategy",NA,"411",NA
"– and our major investment in roads will ensure new potholes are much less likely to appear in the future.",NA,"411",NA
"We will support commuter cycling routes, so that more people can cycle safely to work",NA,"411",NA
"and more families can go out together.",NA,"503",NA
"We will create a new £350 million Cycling Infrastructure Fund with mandatory design standards for new routes.",NA,"411",NA
"We will extend Bikeability – cycling proficiency training – to every child.",NA,"506",NA
"And we will work with the NHS to promote cycling for healthier living.",NA,"504",NA
"Parliament has voted in principle to support a third runway at Heathrow, but it is a private sector project.",NA,"411",NA
"It is for Heathrow to demonstrate that it can meet its air quality and noise obligations,",NA,"416.2",NA
"that the project can be financed and built and that the business case is realistic.",NA,"401",NA
"The scheme will receive no new public money.",NA,"401",NA
"More broadly, we will use new air traffic control technology to cut the time aircraft spend waiting to land, reducing delays, noise nuisance and pollution.",NA,"501",NA
"We will also build on Britain’s pioneering work in electric and low-carbon flight.",NA,"501",NA
"Connecting the UK is not just about transport.",NA,"H",NA
"We are Europe’s technology capital, producing start-ups and success stories at a dazzling pace.",NA,"411",NA
"But not everyone can share the benefits.",NA,"503",NA
"We intend to bring full fibre and gigabit-capable broadband to every home and business across the UK by 2025.",NA,"411",NA
"We know how difficult it will be, so we have announced a raft of legislative changes to accelerate progress and £5 billion of new public funding to connect premises which are not commercially viable.",NA,"411",NA
"Supporting local communities",NA,"H",NA
"Local government is the bedrock of our democracy.",NA,"301",NA
"We are proud that Conservative councils have led the way in helping keep council taxes low, providing value for money and supporting local communities.",NA,"303",NA
"We will ensure that councils continue to deliver essential local services – which is why they received a substantial funding increase in the most recent Spending Round.",NA,"301",NA
"Local people will continue to have the final say on council tax, being able to veto excessive rises.",NA,"201.1",NA
"This does not prevent councils raising more – but it does ensure that they will need to have solid and convincing reasons for doing so.",NA,"201.1",NA
"We remain committed to devolving power to people and places across the UK.",NA,"202.1",NA
"Our ambition is for full devolution across England, building on the successful devolution of powers to city region mayors, Police and Crime Commissioners and others, so that every part of our country has the power to shape its own destiny.",NA,"301",NA
"We will publish an English Devolution White Paper setting out our plans next year.",NA,"301",NA
"Through our City and Growth Deals we have already delivered more than £9 billion of funding across England,",NA,"301",NA
"and almost £3 billion to Scotland, Wales and Northern Ireland.",NA,"301",NA
"Through bodies like the Northern Powerhouse, Western Gateway and Midlands Engine we will drive greater levels of foreign investment into the UK, promoting our towns, cities and counties around the world.",NA,"301",NA
"As part of our plans for full devolution we will also invite proposals from local areas for similar growth bodies across the rest of England, such as the Oxford-Cambridge Arc.",NA,"301",NA
"This is an agenda which shows that the days of Whitehall knows best are over.",NA,"301",NA
"We will give towns, cities and communities of all sizes across the UK real power and real investment to drive the growth of the future and unleash their full potential.",NA,"301",NA
"Helping people buy and rent",NA,"H",NA
"The biggest problem that young people face in getting on the housing ladder is the deposit.",NA,"403",NA
"There are more than three million people, many of them with good jobs and secure prospects, who would have been homeowners before the economic crisis in 2008 but have been locked out of the mortgage market.",NA,"403",NA
"We will encourage a new market in long-term fixed rate mortgages which slash the cost of deposits, opening up a secure path to home ownership for first-time buyers in all parts of the United Kingdom.",NA,"403",NA
"We will offer more homes to local families, enabling councils to use developers’ contributions via the planning process to discount homes in perpetuity by a third for local people who cannot otherwise afford to buy in their area.",NA,"403",NA
"Councils could use this to prioritise key workers in their area, like police, nurses and teachers.",NA,"403",NA
"We will maintain our commitment to a Right to Buy for all council tenants.",NA,"401",NA
"We will also maintain the voluntary Right to Buy scheme agreed with housing associations.",NA,"401",NA
"Following the successful voluntary pilot scheme in the Midlands, we will evaluate new pilot areas in order to spread the dream of home ownership to even more people.",NA,"401",NA
"And we have extended the Help to Buy scheme from 2021 to 2023 and will review new ways to support home ownership following its completion.",NA,"401",NA
"We will reform shared ownership, making it fairer and more transparent.",NA,"403",NA
"We will simplify shared ownership products by setting a single standard for all housing associations, thereby ending the confusion and disparity between different schemes.",NA,"403",NA
"We will continue with our reforms to leasehold including implementing our ban on the sale of new leasehold homes,",NA,"403",NA
"restricting ground rents to a peppercorn,",NA,"403",NA
"and providing necessary mechanisms of redress for tenants.",NA,"403",NA
"We will bring in a Better Deal for Renters, including abolishing ‘no fault’ evictions",NA,"403",NA
"and only requiring one ‘lifetime’ deposit which moves with the tenant.",NA,"403",NA
"This will create a fairer rental market:",NA,"403",NA
"if you’re a tenant, you will be protected from revenge evictions and rogue landlords,",NA,"403",NA
"and if you’re one of the many good landlords, we will strengthen your rights of possession.",NA,"201.1",NA
"Deliver the housing people need",NA,"H",NA
"Home ownership is one of the most fundamental Conservative values.",NA,"401",NA
"People are happier, more secure and more rooted in their communities when they own their own home – and know that they can pass it on to future generations.",NA,"401",NA
"For the UK to unleash its potential, young people need the security of knowing that home ownership is within their reach – that they too can have a tangible stake in society,",NA,"403",NA
"can be rooted in their communities",NA,"606.1",NA
"and have a place to raise a family.",NA,"603",NA
"A majority Conservative Government will continue to increase the number of homes being built.",NA,"410",NA
"But we must also rebalance the housing market towards more home ownership –",NA,"401",NA
"while ensuring fairness for the new generation of renters.",NA,"403",NA
"While we want to encourage as many people as possible into home ownership,",NA,"401",NA
"we recognise that not everyone can afford their own home – and that those in social housing deserve the same dignity, respect and fair treatment as private renters.",NA,"503",NA
"As Boris Johnson has promised, we will bring forward a Social Housing White Paper which will set out further measures to empower tenants and support the continued supply of social homes.",NA,"504",NA
"This will include measures to provide greater redress,",NA,"403",NA
"better regulation",NA,"403",NA
"and improve the quality of social housing.",NA,"504",NA
"We will also commit to renewing the Affordable Homes Programme, in order to support the delivery of hundreds of thousands of affordable homes.",NA,"403",NA
"This is a key part of our efforts to prevent people from falling into homelessness,",NA,"504",NA
"along with fully enforcing the Homelessness Reduction Act.",NA,"504",NA
"We will also end the blight of rough sleeping by the end of the next Parliament by expanding successful pilots and programmes such as the Rough Sleeping Initiative and Housing First,",NA,"504",NA
"and working to bring together local services to meet the health and housing needs of people sleeping on the streets.",NA,"504",NA
"We will help pay for this by bringing in a stamp duty surcharge on non-UK resident buyers.",NA,"403",NA
"Places we want to live in",NA,"H",NA
"Since 2010 there has been a considerable increase in homebuilding.",NA,"404",NA
"We have delivered a million homes in the last five years in England:",NA,"404",NA
"last year, we delivered the highest number of homes for almost 30 years.",NA,"404",NA
"But it still isn’t enough.",NA,"404",NA
"That is why we will continue our progress towards our target of 300,000 homes a year by the mid-2020s.",NA,"404",NA
"This will see us build at least a million more homes, of all tenures, over the next Parliament – in the areas that really need them.",NA,"403",NA
"And we will make the planning system simpler for the public and small builders,",NA,"303",NA
"and support modern methods of construction.",NA,"411",NA
"Crucially, however, we need to make sure homes are built in a way that makes sense for the people already living in the area and for the families moving in:",NA,"416.2",NA
"Infrastructure first.",NA,"H",NA
"We will amend planning rules so that the infrastructure – roads, schools, GP surgeries – comes before people move into new homes.",NA,"411",NA
"And our new £10 billion Single Housing Infrastructure Fund will help deliver it faster.",NA,"411",NA
"Beautiful, high-quality homes.",NA,"H",NA
"We will ask every community to decide on its own design standards for new development, allowing residents a greater say on the style and design of development in their area,",NA,"416.2",NA
"with local councils encouraged to build more beautiful architecture.",NA,"416.2",NA
"Building safety.",NA,"H",NA
"Following the Grenfell tragedy there has rightly been a focus on building safety.",NA,"403",NA
"No report or review can truly capture the heartache, sorrow, anger and grief that many people feel.",NA,"503",NA
"We have already committed to implementing and legislating for all the recommendations of the Hackitt Review and the first phase of the independent inquiry.",NA,"403",NA
"We will continue to work with industry, housing associations and individuals to ensure every home is safe and secure.",NA,"403",NA
"And we will support high rise residential residents with the removal of unsafe cladding,",NA,"403",NA
"and continue with our rigorous process of materials testing.",NA,"403",NA
"Community housing and self-build.",NA,"H",NA
"We will support community housing by helping people who want to build their own homes find plots of land and access the Help to Buy scheme.",NA,"401",NA
"We will also support communities living on council estates who want to take ownership of the land and buildings they live in.",NA,"505",NA
"Environmentally friendly homes.",NA,"H",NA
"We will support the creation of new kinds of homes that have low energy bills",NA,"416.2",NA
"and which support our environmental targets",NA,"501",NA
"and will expect all new streets to be lined with trees.",NA,"501",NA
"Homes for the Future.",NA,"H",NA
"We will encourage innovative design and technology to make housing more affordable, accessible, and suitable for disabled people",NA,"503",NA
"and an ageing population.",NA,"706",NA
"The Green Belt.",NA,"H",NA
"We will protect and enhance the Green Belt.",NA,"501",NA
"We will improve poor quality land,",NA,"501",NA
"increase biodiversity",NA,"501",NA
"and make our beautiful countryside more accessible for local community use.",NA,"501",NA
"In order to safeguard our green spaces, we will continue to prioritise brownfield development, particularly for the regeneration of our cities and towns.",NA,"416.2",NA
"Make Britain the best place to start and grow a business",NA,"H",NA
"We want Britain to be the best country in the world to start and grow a business",NA,"601.1",NA
"– a place where entrepreneurs know they can build on their ideas and find success.",NA,"401",NA
"Not only because businesses are good for society – creating the jobs that put bread on the table",NA,"401",NA
", and generating the tax revenue that funds our vital public services.",NA,"401",NA
"But because we believe that we should do everything we can to support those who want to start their own company, strike out on their own, and have an idea that grows into a world-leading business.",NA,"401",NA
"Our mission as Conservatives is to give everyone across the country the opportunity to fulfil their potential.",NA,"401",NA
"We have many strengths.",NA,"601.1",NA
"We are a highly competitive economy",NA,"401",NA
"with a strong education system",NA,"506",NA
"and well-respected regulatory framework.",NA,"403",NA
"We have more world-class universities than anywhere in Europe.",NA,"601.1",NA
"We are a magnet for talent, and home to more innovative and successful new companies than anywhere on the continent",NA,"401",NA
"– especially in the technology sector.",NA,"411",NA
"In areas such as tech, financial services, law and the creative industries we lead the world –",NA,"411",NA
"and will continue to do so after Brexit.",NA,"110",NA
"Of the nearly six million businesses in this country, the vast majority are small and medium sized.",NA,"401",NA
"Small and family businesses are the backbone of the economy and Britain is immeasurably stronger for their contribution.",NA,"401",NA
"Once we get Brexit done, we can use our new freedoms to ensure that Britain’s businesses can unleash their enormous potential – that they can invest, hire, export and grow,",NA,"401",NA
"rather than being crushed by Jeremy Corbyn and John McDonnell’s inexorable hostility towards aspiration and entrepreneurship.",NA,"305.2",NA
"Driving down costs and supporting small businesses",NA,"H",NA
"We understand the challenge of increasing running costs, especially for smaller firms, and are committed to reducing them.",NA,"402",NA
"Our plan to upgrade infrastructure will make it easier for businesses to operate – to move goods about the country",NA,"411",NA
"and to connect to customers around the world via gigabit broadband.",NA,"411",NA
"And our new £3 billion National Skills Fund, alongside other major investment in skills and training",NA,"411",NA
"and our reforms to high-skilled immigration,",NA,"602.2",NA
"will ensure that businesses can find and hire the workers they need.",NA,"402",NA
"But we also want to tackle the other everyday obstacles that they face.",NA,"402",NA
"We will cut the burden of tax on business by reducing business rates.",NA,"402",NA
"This will be done via a fundamental review of the system.",NA,"402",NA
"As a first step, we will further reduce business rates for retail businesses,",NA,"402",NA
"as well as extending the discount to grassroots music venues,",NA,"402",NA
"small cinemas and pubs.",NA,"402",NA
"That means protecting your high street and community from excessive tax hikes",NA,"402",NA
"and keeping town centres vibrant.",NA,"402",NA
"We will increase the Employment Allowance for small businesses – a tax cut for half a million small firms.",NA,"402",NA
"We will support start-ups and small businesses via government procurement, and commit to paying them on time.",NA,"402",NA
"We will also clamp down on late payment more broadly",NA,"403",NA
"and strengthen the powers of the Small Business Commissioner to support small businesses that are exploited by their larger partners.",NA,"403",NA
"We will expand start-up loans, which have particularly high take-up from women and BAME entrepreneurs.",NA,"503",NA
"The British Business Bank has supported 90,000 smaller businesses with over £7 billion in investment or loans, and will continue to grow.",NA,"402",NA
"We will help SMEs to become exporters, so that they can seize the opportunities that will become available once we get Brexit done.",NA,"402",NA
"Good regulation is essential to successful businesses:",NA,"403",NA
"we will strive to achieve the right regulatory balance between supporting excellent business practice",NA,"403",NA
"and protecting workers,",NA,"701",NA
"consumers",NA,"403",NA
"and the environment.",NA,"501",NA
"Through our Red Tape Challenge, we will ensure that regulation is sensible and proportionate,",NA,"403",NA
"and that we always consider the needs of small businesses when devising new rules,",NA,"403",NA
"using our new freedom after Brexit to ensure that British rules work for British companies.",NA,"402",NA
"As well as encouraging investment in physical building and equipment,",NA,"411",NA
"we will help employers invest in skills",NA,"411",NA
"and look at how we can improve the working of the Apprenticeship Levy.",NA,"411",NA
"Backing entrepreneurs and innovation",NA,"H",NA
"Every day, people risk their savings and their future by becoming entrepreneurs.",NA,"401",NA
"They invent the new goods and services that improve our lives.",NA,"401",NA
"From decarbonisation to expanding the frontiers of artificial intelligence, they are tackling some of the great challenges of our time.",NA,"401",NA
