"text","text_en","cmp_code","eu_code"
"We will not proceed with the second stage of the Leveson Inquiry.",NA,"201.2",NA
"We will ensure redundancy payments can be clawed back when high-paid public servants move between jobs.",NA,"304",NA
"We will improve the use of data, data science and evidence in the process of government.",NA,"303",NA
"Once we get Brexit done, Britain will take back control of its laws.",NA,"110",NA
"As we end the supremacy of European law, we will be free to craft legislation and regulations that maintain high standards but which work best for the UK.",NA,"601.1",NA
"We want a balance of rights, rules and entitlements that benefits all the people and all the parts of our United Kingdom.",NA,"201.2",NA
"After Brexit we also need to look at the broader aspects of our constitution: the relationship between the Government, Parliament and the courts;",NA,"204",NA
"the functioning of the Royal Prerogative;",NA,"204",NA
"the role of the House of Lords;",NA,"204",NA
"and access to justice for ordinary people.",NA,"204",NA
"The ability of our security services to defend us against terrorism and organised crime is critical.",NA,"204",NA
"We will update the Human Rights Act and administrative law to ensure that there is a proper balance between the rights of individuals, our vital national security and effective government.",NA,"204",NA
"We will ensure that judicial review is available to protect the rights of the individuals against an overbearing state,",NA,"201.1",NA
"while ensuring that it is not abused to conduct politics by another means or to create needless delays.",NA,"202.1",NA
"In our first year we will set up a Constitution, Democracy & Rights Commission that will examine these issues in depth,",NA,"204",NA
"and come up with proposals to restore trust in our institutions and in how our democracy operates.",NA,"204",NA
"We Will Strengthen Britain In The World",NA,"H",NA
"As Conservatives, we are immensely proud of the UK’s history and its standing in the world.",NA,"601.1",NA
"Unlike those currently leading the Labour Party, we view our country as a force for good.",NA,"601.1",NA
"The strength of the Armed Forces, our alliances with like-minded democracies and our willingness to act are all reasons for the UK to hold its head high.",NA,"601.1",NA
"So too is our work in promoting international development",NA,"107",NA
"and fighting climate change",NA,"501",NA
"– both issues on which the Conservative Party and Conservative Governments have driven the agenda forward.",NA,"305.1",NA
"And in an uncertain world, in which the threat of terrorism, rogue states and malign non-state actors is ever-present, it is vital that Britain stands up and is counted.",NA,"601.1",NA
"Getting Brexit done will allow us to do more on the international stage.",NA,"110",NA
"We will continue to be an outward-looking country that is a champion of collective security,",NA,"107",NA
"the rule of law,",NA,"202.1",NA
"human rights,",NA,"201.2",NA
"free trade,",NA,"401",NA
"anti-corruption efforts",NA,"304",NA
"and a rules-based international system.",NA,"107",NA
"After Brexit, we will bolster the alliances and institutions that help project our influence and keep us safe: the UN and the UN Security Council; NATO; the Commonwealth; Five Eyes; the G20; the G7; and the World Trade Organisation.",NA,"107",NA
"We will open new markets and support free trade and global growth.",NA,"401",NA
"We will build on our fantastic track record of delivering major international sporting events – including supporting the upcoming Commonwealth Games,",NA,"601.1",NA
"UEFA European Women’s Championships",NA,"601.1",NA
"and Rugby League World Cup",NA,"601.1",NA
"– and we would back a potential UK and Ireland bid for the 2030 FIFA World Cup",NA,"601.1",NA
"As we extend our diplomatic network, we will reinvigorate relationships with Europe and seek to strengthen old and new partnerships across the world.",NA,"107",NA
"We will work with our cultural institutions like the BBC and British Council to expand our influence and project our values.",NA,"601.1",NA
"And unlike Jeremy Corbyn, we will stand up to foreign countries that threaten the stability of Europe,",NA,"107",NA
"or commit state-sanctioned murder on British soil.",NA,"605.1",NA
"Supporting our veterans and investing in the men and women of today’s Armed Forces",NA,"H",NA
"A Conservative Government understands the sacrifices made by Armed Forces personnel, veterans and their families.",NA,"104",NA
"That is why we will introduce new legislation to tackle the vexatious legal claims that undermine our Armed Forces and further incorporate the Armed Forces Covenant into law.",NA,"104",NA
"We will continue to acknowledge and commemorate the invaluable contribution of diaspora communities in previous armed conflicts.",NA,"104",NA
"We also recognise the contribution in the present day of so many from beyond these shores, such as the Gurkhas.",NA,"104",NA
"In addition, we will bring in a range of measures to support former and current Service personnel.",NA,"104",NA
"We will reduce National Insurance contributions for employers if they employ ex-Service personnel.",NA,"104",NA
"We will offer wraparound childcare for Forces families.",NA,"104",NA
"We have established a new Office for Veterans’ Affairs and we will introduce a Veterans’ Railcard.",NA,"104",NA
"We will offer a guaranteed job interview for veterans for any public sector role they apply for.",NA,"104",NA
"Put our national security first",NA,"H",NA
"The security of our nation comes first.",NA,"601.1",NA
"We will protect the British people at home and abroad,",NA,"601.1",NA
"and also ensure that the democratic rights of people in Gibraltar, the Falklands and all our overseas territories are protected.",NA,"601.1",NA
"We will continue to exceed the NATO target of spending 2 per cent of GDP on defence",NA,"104",NA
"and increase the budget by at least 0.5 per cent above inflation every year of the new Parliament.",NA,"104",NA
"We will modernise the equipment and improve the capability of our world-class Armed Forces and intelligence agencies.",NA,"104",NA
"We will invest in training and equipping our Armed Forces, and constantly champion their exemplary contribution to our security and our country.",NA,"104",NA
"We will maintain our Trident nuclear deterrent, which guarantees our security.",NA,"104",NA
"We will adapt to new threats, investing more in cybersecurity",NA,"104",NA
"and setting up the UK’s first Space Command.",NA,"104",NA
"We will stand against terrorism and extremism around the world.",NA,"104",NA
"We will support the UK’s world-class defence industry by investing in ambitious global programmes, including building the new Type 31 frigates in British shipyards such as Rosyth",NA,"104",NA
"and a new generation of armoured vehicles, made in Britain.",NA,"104",NA
"Promote our values",NA,"H",NA
"From helping to end the slave trade to tackling modern slavery, the UK has long been a beacon of freedom and human rights – and will continue to be so.",NA,"601.1",NA
"We are proud of our peace-building and humanitarian efforts around the world, particularly in war-torn or divided societies,",NA,"601.1",NA
"and of our record in helping to reduce global poverty.",NA,"601.1",NA
"We will continue to support international initiatives to achieve reconciliation, stability and justice across the world,",NA,"107",NA
"and in current or former conflict zones such as Cyprus, Sri Lanka and the Middle East, where we maintain our support for a two-state solution.",NA,"107",NA
"Once we leave the EU, we will champion these values even more strongly.",NA,"110",NA
"We will further develop an independent Magnitsky-style sanctions regime to tackle human rights abusers head on.",NA,"201.2",NA
"We will stand up for the right of every girl in the world to have 12 years of quality education.",NA,"503",NA
"We will continue our campaigns to promote international media freedom",NA,"201.2",NA
"and to eradicate human trafficking and the scourge of modern slavery.",NA,"201.2",NA
"We will support marginalised communities in the developing world, hosting the UK government’s first ever international LGBT conference.",NA,"107",NA
"We will seek to protect those persecuted for their faith and implement the Truro Review recommendations.",NA,"201.2",NA
"We will proudly maintain our commitment to spend 0.7 per cent of GNI on development,",NA,"107",NA
"and do more to help countries receiving aid become self-sufficient.",NA,"107",NA
"Building on this Government’s existing efforts, we will end the preventable deaths of mothers, new-born babies and children by 2030,",NA,"107",NA
"and lead the way in eradicating Ebola and malaria.",NA,"107",NA
"We will support the construction of the planned UK Holocaust Memorial.",NA,"201.2",NA
"Animal Welfare",NA,"H",NA
"High standards of animal welfare are one of the hallmarks of a civilised society.",NA,"501",NA
"We have a long tradition of protecting animals in this country, often many years before others follow.",NA,"501",NA
"Under a Conservative Government, that will continue",NA,"501",NA
"– and we will continue to support such efforts overseas.",NA,"501",NA
"We will introduce tougher sentences for animal cruelty.",NA,"605.1",NA
"We will crack down on the illegal smuggling of dogs and puppies.",NA,"501",NA
"We will bring in new laws on animal sentience.",NA,"501",NA
"We will end excessively long journeys for slaughter and fattening",NA,"501",NA
"– one of the many benefits of leaving the European Union.",NA,"110",NA
"We will bring the ivory ban into force and extend it to cover other ivory-bearing species,",NA,"501",NA
"and ban imports from trophy hunting of endangered animals.",NA,"501",NA
"We will ban keeping primates as pets.",NA,"501",NA
"We will bring forward cat microchipping, giving cat owners peace of mind and increasing the measures we have available to tackle cat theft.",NA,"605.1",NA
"Fight climate change and protect the environment",NA,"H",NA
"Conservation is, and always has been, at the heart of Conservatism.",NA,"501",NA
"Our Government’s stewardship of the natural environment,",NA,"501",NA
"its focus on protecting the countryside",NA,"501",NA
"and reducing plastic waste, is a source of immense pride.",NA,"501",NA
"But today, the climate emergency means that the challenges we face stretch far beyond our borders.",NA,"501",NA
"Thanks to the efforts of successive Governments, the UK has cut carbon emissions by more than any similar developed country.",NA,"501",NA
"We are now the world’s leader in offshore wind – a fantastic success story of Government and the private sector working hand in hand to cut costs and deliver ever more electricity at plummeting costs.",NA,"416.2",NA
"Unlike Jeremy Corbyn, we believe that free markets, innovation and prosperity can protect the planet.",NA,"401",NA
"Yet we recognise that there is far more that needs to be done.",NA,"501",NA
"We will lead the global fight against climate change by delivering on our world-leading target of Net Zero greenhouse gas emissions by 2050, as advised by the independent Committee on Climate Change.",NA,"501",NA
"We have doubled International Climate Finance.",NA,"501",NA
"And we will use our position hosting the UN Climate Change Summit in Glasgow in 2020 to ask our global partners to match our ambition.",NA,"501",NA
"We will set up new international partnerships to tackle deforestation",NA,"501",NA
"and protect vital landscapes and wildlife corridors.",NA,"501",NA
"We will establish a new £500 million Blue Planet Fund to help protect our oceans from plastic pollution,",NA,"501",NA
"warming sea temperatures",NA,"501",NA
"and overfishing,",NA,"501",NA
"and extend the Blue Belt programme to preserve the maritime environment.",NA,"501",NA
"We will continue to lead diplomatic efforts to protect 30 per cent of the world’s oceans by 2030.",NA,"501",NA
"Our first Budget will prioritise the environment:",NA,"501",NA
"investing in R&D;",NA,"411",NA
"decarbonisation schemes;",NA,"501",NA
"new flood defences, which will receive £4 billion in new funding over the coming years;",NA,"501",NA
"electric vehicle infrastructure including a national plug-in network and gigafactory;",NA,"411",NA
"and clean energy.",NA,"501",NA
"In the next decade, we will work with the market to deliver two million new high quality jobs in clean growth.",NA,"701",NA
"We have ambitious targets: Our world-leading offshore wind industry will reach 40GW by 2030,",NA,"416.2",NA
"and we will enable new floating wind farms.",NA,"416.2",NA
"We will invest £800 million to build the first fully deployed carbon capture storage cluster by the mid-2020s.",NA,"416.2",NA
"We will invest £500 million to help energy-intensive industries move to low-carbon techniques.",NA,"416.2",NA
"We will support gas for hydrogen production and nuclear energy, including fusion, as important parts of the energy system,",NA,"416.2",NA
"alongside increasing our commitment to renewables.",NA,"416.2",NA
"We placed a moratorium on fracking in England with immediate effect.",NA,"501",NA
"Having listened to local communities, we have ruled out changes to the planning system.",NA,"202.1",NA
"We will not support fracking unless the science shows categorically that it can be done safely.",NA,"501",NA
"We will help lower energy bills by investing £9.2 billion in the energy efficiency of homes, schools and hospitals.",NA,"501",NA
"We will support clean transport to ensure clean air,",NA,"501",NA
"as well as setting strict new laws on air quality.",NA,"501",NA
"We will consult on the earliest date by which we can phase out the sale of new conventional petrol and diesel cars.",NA,"416.2",NA
"Increase trade and prosperity",NA,"H",NA
"For the first time in nearly half a century, the UK will have its own independent trade policy once we leave the EU.",NA,"110",NA
"Free trade has been proven time and again to be the best way to increase exports, cut prices for consumers, increase investment and create jobs right here in the UK.",NA,"401",NA
"We believe we can use this historic opportunity to connect the UK to the world’s fastest-growing nations, create new export opportunities and enrich ourselves and our trading partners.",NA,"401",NA
"As part of the EU, we were forced into accepting trade deals that put their priorities first.",NA,"110",NA
"Now, we will be able to tailor our trade deals to the needs of British firms and the British economy",NA,"406",NA
"Our trade deals will not only be free but fair – in particular towards the developing nations whose economies could be transformed by access to the UK’s markets and expertise.",NA,"401",NA
"We can, for example, include provisions in our new free trade agreements that promote the fair treatment of workers",NA,"701",NA
"and advance women’s empowerment.",NA,"503",NA
"Our goals for British trade are accordingly ambitious.",NA,"410",NA
"We aim to have 80 per cent of UK trade covered by free trade agreements within the next three years, starting with the USA, Australia, New Zealand and Japan.",NA,"407",NA
"These will be negotiated in parallel with our EU deal.",NA,"401",NA
"We will also forge stronger links with the Commonwealth, which boasts some of the world’s most dynamic economies such as India, with which we already share deep historical and cultural connections.",NA,"101",NA
"We will use export finance to increase our businesses’ access to emerging markets",NA,"402",NA
"and engage diaspora communities in the UK with this agenda.",NA,"402",NA
"The UK is a world leader in many areas such as architecture, engineering, accountancy, information technology, digital services, law and the creative arts.",NA,"601.1",NA
"Just as we led the way in opening up trade in manufactured goods in the last two centuries, we should open up trade in services, in which the majority of us work",NA,"401",NA
"and where most new jobs will be created.",NA,"701",NA
"As part of our commitment to making the most of the opportunities of Brexit,",NA,"110",NA
"and levelling up the nation,",NA,"503",NA
"we will create up to ten freeports around the UK,",NA,"401",NA
"benefiting some of our most deprived communities.",NA,"503",NA
"We will also redouble our efforts to promote British business and UK exports",NA,"406",NA
"and dismantle barriers to trade",NA,"401",NA
"and retake our seat at the World Trade Organisation.",NA,"401",NA
"In our trade talks, we will follow the following principles: We will seek to provide security to the British people in a world of heightened trade tensions and tariffs.",NA,"406",NA
"We will seek to gain market access for British businesses and lower the cost of trade for them.",NA,"402",NA
"We will drive a hard bargain with all of our trading partners – and, as with all negotiations, we will be prepared to walk away if that is in the national interest.",NA,"601.1",NA
"We will defend British industries from dumping and other anti-competitive practices from overseas.",NA,"406",NA
"In all of our trade negotiations, we will not compromise on our high environmental protection,",NA,"501",NA
"animal welfare",NA,"501",NA
"and food standards.",NA,"501",NA
"The NHS is not on the table.",NA,"601.1",NA
"The price the NHS pays for drugs is not on the table.",NA,"403",NA
"The services the NHS provides are not on the table.",NA,"601.1",NA
"We Will Put You First",NA,"H",NA
"Getting Brexit done.",NA,"110",NA
"Investing in our public services",NA,"504",NA
"and infrastructure.",NA,"411",NA
"Supporting workers and families.",NA,"701",NA
"Strengthening the Union.",NA,"601.1",NA
"Unleashing Britain’s potential.",NA,"601.1",NA
"The future is there for us to grasp.",NA,"601.1",NA
"Not a future in which we endlessly refight the battles of Brexit",NA,"110",NA
"and the Scottish independence referendum,",NA,"601.1",NA
"or in which Jeremy Corbyn and John McDonnell – propped up by Nicola Sturgeon – lead a Government which rejects everything that has made the UK great.",NA,"601.1",NA
"The Conservatives offer a future in which we get Brexit done,",NA,"110",NA
"and then move on to focus on our priorities – which are also your priorities.",NA,"305.1",NA
"Because more important than any one commitment in this manifesto is the spirit in which we make them.",NA,"305.1",NA
"Our job is to serve you, the people.",NA,"601.1",NA
"To deliver on the instruction you gave us in 2016 – to get Brexit done.",NA,"110",NA
"But then to move on to making the UK an even better country",NA,"601.1",NA
"– to investing in the NHS,",NA,"504",NA
"our schools,",NA,"506",NA
"our people and our towns.",NA,"601.1",NA
"We will build a Britain in which everyone has the opportunity to make the most of their talents.",NA,"601.1",NA
"We will ensure that work will always pay.",NA,"701",NA
"We will create a fair society, in which everyone always contributes their fair share.",NA,"503",NA
"Given the Parliamentary arithmetic, a vote for any other party or candidate is a vote for Jeremy Corbyn",NA,"305.2",NA
"– and a vote for chaos and delay.",NA,"305.1",NA
"We need to end the paralysis so we can do our job in the way you deserve.",NA,"305.1",NA
"That is why we ask you to vote for a Conservative majority Government on December 12th.",NA,"305.1",NA
"So that together, led by Boris Johnson,",NA,"305.2",NA
"we can get Brexit done,",NA,"110",NA
"and move on to unleash the full potential of this great country.",NA,"601.1",NA
"The Conservative and Unionist Party Manifesto 2019",NA,NA,NA
"Promoted by Alan Mabbutt on behalf of the Conservative and Unionist Party, both at 4 Matthew Parker Street, London, SW1H 9HQ.",NA,NA,NA
"Printed by Paragon CC, Park House, Lower Ground Floor, 16-18 Finsbury Circus, London, EC2M 7EB.",NA,NA,NA
