"text","text_en","cmp_code","eu_code"
"So nobody is worse off than under the current system, we will set the combined household income at which a family will start losing Child Benefit at £120,000 and gradually remove it until household income reaches £160,000, above which families will no longer receive Child Benefit.",NA,"503",NA
"This will benefit over 700,000 households, each gaining an average of £1,480 a year.",NA,"503",NA
"Protecting children online",NA,"H",NA
"Digital technology is a force for good.",NA,"403",NA
"But as technology develops, we need to respond to the concerns many parents have.",NA,"403",NA
"Children are spending much more of their time using screens, often unsupervised, with research finding 63% of eight to 11-year-olds are now using social media.",NA,"403",NA
"We also know that the number of children suffering from mental illness is rising dramatically",NA,"403",NA
"and children spend less time playing, sleeping and socialising.",NA,"403",NA
"In the last decade, we have done more to protect children online than any other country.",NA,"403",NA
"From next year, our Online Safety Act will make it a legal requirement for social media firms to protect children from illegal or harmful content online.",NA,"403",NA
"This includes fining social media companies who shirk their responsibilities to keep children safe.",NA,"403",NA
"But we need to do more to protect young people and empower parents to make decisions in the best interests of their children.",NA,"403",NA
"We will put our guidance on banning mobile phones in the school day on a statutory footing which will require all schools to operate a ban, as the best schools already do.",NA,"403",NA
"We will provide funding for schools to help them ban mobile phones where they need it.",NA,"403",NA
"We will urgently consult on introducing further parental controls over access to social media.",NA,"403",NA
"We know this is a complex area and we need more effective age verification and parental controls.",NA,"403",NA
"That’s why we will consult widely to get this right, including developing the necessary technology, in partnership with other countries who are considering similar measures.",NA,"403",NA
"We expect to build on the existing responsibilities set out for social media companies under the Online Safety Act.",NA,"403",NA
"Our plan to get more people into work and build a fairer welfare system",NA,"H",NA
"We believe in fairness and the value of hard work.",NA,"503",NA
"Alongside a tax system that rewards work, we want a welfare system which supports everyone to fulfil their potential and live dignified and independent lives.",NA,"504",NA
"There should always be a safety net for those who need it most;",NA,"504",NA
"but those who can work to support themselves, should work, and they should be better off for doing so.",NA,"505",NA
"Since 2010, we have delivered transformational reforms to put work at the heart of our welfare system.",NA,"505",NA
"We have rolled out Universal Credit and cut its taper rate by 10p in the pound to make work pay.",NA,"505",NA
"We’ve brought discipline to the system through tougher sanctions and conditionality.",NA,"505",NA
"We introduced the household benefit cap and the two-child limit to make the system fairer to the taxpayers who pay for it",NA,"505",NA
"and ensure benefits are always a safety net, not a lifestyle choice.",NA,"505",NA
"All of this has delivered near record levels of employment and low unemployment, with around four million more people in work since we came to office.",NA,"505",NA
"At the same time, we have protected the most vulnerable, safeguarding millions of jobs through the pandemic",NA,"504",NA
"and delivering unprecedented support to help households through the energy shock from Putin’s war.",NA,"504",NA
"Since the pandemic, new challenges have emerged.",NA,"505",NA
"The number of people who are economically inactive due to ill health has risen from 2 million to 2.8 million,",NA,"505",NA
"with a significant increase in mental health conditions among younger people.",NA,"505",NA
"As a result, the number of working age people claiming benefits is projected to grow at an unsustainable rate, with all the wasted human potential that entails.",NA,"505",NA
"We are now spending £69 billion a year on benefits for people of working age with a disability or health condition, a figure which has risen by two thirds since the pandemic.",NA,"505",NA
"By the end of the decade, that spending is projected to increase to £90 billion.",NA,"505",NA
"It would be irresponsible not to take bold action to put the welfare system on a sustainable footing.",NA,"505",NA
"So we will reform the system to make it fairer and more sustainable, unlocking the potential of millions of people and giving them the support they need to get into work.",NA,"505",NA
"This next generation of welfare reforms will build a system fit for the post-pandemic world.",NA,"505",NA
"They will give everyone who can the best possible chance of returning to work, while providing the right support to those who need it.",NA,"505",NA
"With fewer people moving onto welfare and more people in work fulfilling their potential, we will save taxpayers £12 billion a year.",NA,"505",NA
"To deliver this, we will take a two-pronged approach.",NA,"505",NA
"First, to address the unsustainable rise in benefit claims for people of working age with a disability or health condition, we will:",NA,"505",NA
"Reform our disability benefits so they are better targeted and reflect people’s genuine needs,",NA,"505",NA
"while delivering a stepchange in mental health provision.",NA,"504",NA
"We will improve PIP assessments to provide a more objective consideration of people’s needs and stop the number of claims from rising unsustainably.",NA,"505",NA
"While people suffering with mental health conditions face significant challenges, it is not clear that they always face the same additional living costs as people with physical disabilities.",NA,"505",NA
"We will look at the best way to provide support, including whether treatment or services could be more appropriate for some people than a monthly cash payment,",NA,"505",NA
"while also delivering a dramatic expansion in mental health support.",NA,"504",NA
"At the same time, we will make the assessment process simpler and fairer for those with the most severe conditions.",NA,"504",NA
"Tighten up how the benefits system assesses capability for work.",NA,"505",NA
"People are now three times more likely to be assessed as not fit for any work and put on the highest tier of sickness benefits than they were a decade ago.",NA,"505",NA
"We will change the assessments from September 2025 so that those with more moderate mental health issues or mobility problems who could potentially engage with the world of work are given tailored support, instead of being written off on benefits.",NA,"505",NA
"The OBR has forecast that these reforms will reduce the number of people on these benefits by 424,000.",NA,"505",NA
"Overhaul the fit note process so that people are not being signed off sick as a default.",NA,"505",NA
"Currently, 94% of fit notes are being signed off as ‘not fit for work’.",NA,"505",NA
"We will design a new system which moves the responsibility for issuing fit notes away from our hard-pressed GPs towards specialist work and health professionals,",NA,"505",NA
"and we will test integrating this with the new WorkWell service to provide tailored support to help people stay in or get back to work.",NA,"505",NA
"Second, to make sure that being on benefits remains a safety net, not a lifestyle choice, we will:",NA,"505",NA
"Introduce tougher sanctions rules so people who refuse to take up suitable jobs after 12 months on benefits can have their cases closed and their benefits removed entirely.",NA,"505",NA
"We will bring forward the new claimant review point for the long-term unemployed from 18 months to 12 months.",NA,"505",NA
"At the claimant review, Work Coaches will set renewed conditions for claimants.",NA,"505",NA
"If they fail to accept or comply with those conditions, such as refusing a suitable job or a mandatory work placement, their claim will be closed and their benefits will stop.",NA,"505",NA
"Accelerate the rollout of Universal Credit to ensure it always pays to work.",NA,"505",NA
"We will move all of those remaining on outdated legacy benefits onto Universal Credit, removing disincentives for them to work and ensuring they will always be better off in work.",NA,"505",NA
"Continue to clamp down on fraudsters.",NA,"505",NA
"Since 2019 we have delivered cumulative scored savings of £7.7 billion through measures we have taken to tackle fraud in the welfare system.",NA,"505",NA
"Despite this, the level of welfare fraud remains far too high, having more than doubled during the pandemic.",NA,"505",NA
"To deliver further savings, we will maintain our zero-tolerance approach to fraud.",NA,"505",NA
"This will include a new Fraud Bill to give DWP powers similar to that of HMRC, so we can treat benefit fraud like we do tax fraud with new powers to identify, investigate and pursue fraudsters.",NA,"505",NA
"We hugely value the work that unpaid carers do supporting their loved ones.",NA,"504",NA
"We have increased Carer’s Allowance by almost £1,500 since 2010",NA,"504",NA
"and given employees who are also unpaid carers entitlement to a period of unpaid leave.",NA,"504",NA
"We will continue to stand behind our carers.",NA,"504",NA
"The vast majority of parents work incredibly hard to give their children the best start in life, but sadly a small number shirk their responsibilities.",NA,"505",NA
"We will reform the Child Maintenance Service to prevent noncompliance and new laws to help crack down on non-payment.",NA,"505",NA
"We’ll also look at how the Service can better support victims of domestic or economic abuse, building on recommendations from Dr Samantha Callan’s 2023 Independent Review.",NA,"605.1",NA
"Our plan to give young people the opportunities and skills they need",NA,"H",NA
">>Education is the closest thing we have to a silver bullet, which is why since 2010 we have focused on driving up standards in education.",NA,"506",NA
"English children are now the best readers in the Western world and are 11th in the world for maths, up from 27th when Labour left office in 2010.",NA,"506",NA
"Children in England now far outperform their peers in Labour-run Wales and SNP-run Scotland.",NA,"506",NA
"We will build on this success to make sure every child gets a worldclass education and reaches their full potential.",NA,"506",NA
"Giving every child the chance to go to a great school",NA,"H",NA
"Today, 90% of schools are Good or Outstanding, up from 68% in 2010.",NA,"506",NA
"School funding is at its highest ever level in real terms per pupil",NA,"506",NA
"and there are record numbers of teachers, 27,000 more than 2010.",NA,"506",NA
"The pupil premium, introduced by the Conservatives in 2011, will allocate almost £3 billion next year to support disadvantaged children to reach their full potential.",NA,"506",NA
"Free school meals have been extended to more groups of children than under any other government over the past half a century.",NA,"506",NA
"We will build on this progress in the next Parliament by protecting day-to-day schools spending in real terms per pupil.",NA,"506",NA
"None of this progress has been possible without our great teachers.",NA,"506",NA
"We have hit our 2019 manifesto commitment to introduce starting salaries of £30,000",NA,"506",NA
"and are backing headteachers to manage behaviour and enforce discipline.",NA,"506",NA
"We will require schools to follow our guidance on banning the use of mobile phones during the school day, which is proven to boost attainment, reduce bullying and support good behaviour in schools.",NA,"506",NA
"We will attract more talented teachers by expanding our recruitment and retention premium and reducing workload.",NA,"506",NA
"From this September, new teachers in priority areas and key STEM and technical subjects will receive bonuses of up to £30,000 tax-free over five years.",NA,"506",NA
"We will extend the payments to eligible teachers in our further education colleges.",NA,"506",NA
"We will always support and celebrate our further education colleges.",NA,"506",NA
"We will champion excellence in our classrooms.",NA,"506",NA
"In primary schools, we will support teachers to use tried and tested techniques, including our world-leading phonics programme and our mastery approach to maths, enabling every child to master the basics before they start secondary school.",NA,"506",NA
"We will support children in their transition to secondary school and ensure they continue to receive a broad and enriched education during and after-school, including via our multi-million pound Music Hubs.",NA,"506",NA
"We will mandate two hours of PE every week in primary and secondary schools, supported by extending the PE and Sport Premium to secondary schools.",NA,"506",NA
"We will increase funding for School Games Organisers to get more competitive sport into and between schools",NA,"506",NA
"and work with sporting bodies to create more UK-wide school competitions like National Finals, to identify the best sporting talents.",NA,"502",NA
"To keep pace with our global competitors we will introduce the Advanced British Standard, a new approach to 16-19 education which will build on the best of A Levels and T Levels.",NA,"506",NA
"We will end the artificial and damaging divide between academic and technical education which has persisted for far too long.",NA,"506",NA
"Every young person will spend more time in the classroom, learning more subjects, including English and maths to 18, as they do in most advanced economies around the world.",NA,"506",NA
"For children and young people to benefit from the bold reforms we have made to education, they must be in school.",NA,"506",NA
"The legacy of Covid has made this more difficult.",NA,"506",NA
"We will continue to work with schools and local authorities to improve school attendance, including through more mental health support, building on our plan that is working – there were 440,000 fewer children persistently absent last year compared to the year before.",NA,"506",NA
"And to ensure all children are getting a high-quality education, including those who are home schooled, we will legislate to create a register of children not in school.",NA,"506",NA
"We will work to strengthen the relationship between schools and parents, including by delivering new legislation which will make clear, beyond all doubt, that parents have a right to see what their child is being taught in school and schools must share all materials, especially on sensitive matters like relationships and sex education.",NA,"506",NA
"This builds on the progress we have already made, having updated Relationships, Sex and Health Education Guidance to introduce clear age-limits on what children can be taught",NA,"506",NA
"and guarantee the contested concept of gender identity is not taught to children.",NA,"603",NA
"We will expand strong academy trusts.",NA,"506",NA
"This builds on our record to date, where half of all state-funded schools are now academies and over 700 free schools have been delivered, with more in the pipeline.",NA,"506",NA
"We will further protect parents’ choice on where to send their child to school, including preserving the rights of independent and grammar schools.",NA,"201.1",NA
"We will lift the cap on faith schools, allowing them to offer more places to children based on faith and encouraging them to expand.",NA,"603",NA
"We will back Ofsted to provide clear judgements to parents on the quality and safety of schools.",NA,"506",NA
"We are rebuilding over 500 schools through the School Rebuilding Programme, including rebuilding or refurbishing every school identified to have RAAC.",NA,"506",NA
"We will transform education for children with special educational needs, ending the postcode lottery of support by delivering 60,000 more school places",NA,"506",NA
"and a further 15 new free schools for children with special educational needs.",NA,"506",NA
"Instead of penalising independent special schools by taxing them, we will back them because we believe in the right of parents to choose the best education for their child.",NA,"401",NA
"A new model of modern National Service",NA,"H",NA
"We will reinvent National Service for this century to give young people valuable life skills and build a stronger national culture.",NA,"601.1",NA
"National Service will be compulsory, so it becomes a rite of passage for every 18-year-old, but young people will be given a choice, between:",NA,"601.1",NA
"civic service. The equivalent of one weekend a month (25 days a year) volunteering in the community, alongside work or study, for a year.",NA,"606.1",NA
"Roles could include special constable, NHS responder or RNLI volunteer;",NA,"606.1",NA
"or  military service. A year-long full-time placement in the armed forces or cyber defence.",NA,"104",NA
"This placement will be competitive and paid, so our armed forces recruit and train the brightest and the best.",NA,"104",NA
"We will establish a Royal Commission, the first in a quarter of a century, to design our modernised National Service.",NA,"601.1",NA
"It will be backed by funding rising to £2.5 billion in the final year of the Parliament and a new National Service Act.",NA,"601.1",NA
"Facilitating training and skills at every stage of life",NA,"H",NA
"We believe in giving young people the best possible start to their adult lives and going to university is not the only route to success.",NA,"411",NA
"The Conservatives have prioritised apprenticeships after they were neglected under Labour.",NA,"411",NA
"Since 2010, we have delivered 5.8 million apprenticeships",NA,"411",NA
"and have created apprenticeship routes into 70% of occupations, including through degree apprenticeships.",NA,"411",NA
"We passed new laws requiring children to be taught about technical education opportunities, not just university routes,",NA,"411",NA
"and have set up 21 Institutes of Technology.",NA,"411",NA
"We will build on this by creating 100,000 more apprenticeships in England every year by the end of next Parliament.",NA,"411",NA
"We will fund this by changing the law to close university courses in England with the worst outcomes for their students.",NA,"507",NA
"Courses that have excessive drop-out rates or leave students worse off than had they not gone to university will be prevented from recruiting students by the universities regulator.",NA,"403",NA
"This will protect students from being missold and the taxpayer from having to pay where the graduate can’t.",NA,"403",NA
"We are committed to delivering the best value for students, so have already reformed student loans to make them fairer, meaning no one will pay back more than what they borrowed in real terms.",NA,"503",NA
"And we will work with universities to ensure students get the contact hours they are promised and their exams get marked.",NA,"403",NA
"We will support the National Citizen Service to help young people build confidence and develop the skills they need to thrive.",NA,"606.1",NA
"We will deliver the Lifelong Learning Entitlement, giving adults the support they need to train, retrain and upskill flexibly throughout their working lives.",NA,"506",NA
"From the 2025 academic year, adults will be able to apply for loans to cover new qualifications.",NA,"506",NA
"We will also continue to expand our adult skills programmes, such as Skills Bootcamps which meet skills shortages.",NA,"411",NA
"Our plan to secure our nation from global uncertainty",NA,"H",NA
"The world is an increasingly dangerous place so we will take bold action to keep the British people safe and our homeland secure.",NA,"104",NA
"Our prosperity depends on our ability to preserve international security.",NA,"104",NA
"As our record proves, we will do so by deterring our adversaries",NA,"104",NA
"and acting as a force for peace and stability in the world.",NA,"106",NA
"We will fully deliver our new pledge for the defence of the nation.",NA,"104",NA
"We will hit 2.5% of GDP on defence in 2030 with our fully funded plan.",NA,"104",NA
"This is the biggest strengthening of our defence since the Cold War, ensuring we remain the largest defence power in Europe.",NA,"104",NA
"It will protect our security,",NA,"104",NA
"cement our UK leadership in NATO",NA,"104",NA
"and create more jobs in the UK.",NA,"701",NA
"If all NATO partners spent 2.5% of GDP on defence, our collective spending would increase by over £140 billion.",NA,"104",NA
"Therefore, we will launch a campaign to set a new baseline of 2.5% for all NATO allies by 2030.",NA,"104",NA
"We will invest in the vital capabilities of the future, to give our Armed Forces the best equipment to do their job.",NA,"104",NA
"Taking pride in our record",NA,"H",NA
"We have led the world in support of Ukraine against Putin’s aggression, as the first European country to mobilise lethal aid and to send Western tanks and longrange missiles.",NA,"104",NA
"Russia’s attempts to destroy Ukraine are an assault on European security.",NA,"104",NA
"We will always be steadfast in our support for our Trident nuclear deterrent and have invested in its modernisation, including a nuclear skills package worth up to £763 million by 2030.",NA,"104",NA
"We have taken action to prevent Iran and its proxies from attacking the UK and its partners.",NA,"104",NA
"We have toughened our cyber defences and national security laws to protect the nation from terrorists and hostile state actors.",NA,"104",NA
"We have chased dirty money out of the UK with new measures to protect our economic security.",NA,"605.1",NA
"We have ripped out Huawei from key parts of our telecommunications system",NA,"605.1",NA
"and reduced Chinese influence in our critical national infrastructure and sensitive technological sectors.",NA,"605.1",NA
"Due to our post-Brexit freedoms, we have introduced a new independent sanctions regime that we have used to stand up for human rights around the world in countries such as Russia, Belarus and Iran.",NA,"201.2",NA
"We have agreed new trade and security deals across the world including in Europe, the Middle East, Africa and the Indo-Pacific.",NA,"107",NA
"We have delivered major new investment.",NA,"410",NA
"The Integrated Review was supported by an additional £24 billion",NA,"410",NA
"and the Integrated Review Refresh by an additional £5 billion to invest in stockpiles and our nuclear enterprise.",NA,"104",NA
"We have pledged over £12 billion to date on support to Ukraine.",NA,"104",NA
"We have created new defence industrial partnerships, including AUKUS to create the world’s most advanced nuclearpowered, conventionally and continually armed, submarines",NA,"104",NA
"and the Global Combat Air Programme to create a new fighter jet with Italy and Japan .",NA,"104",NA
"We will always stand up for British values and interests and will never be afraid to act when it is necessary.",NA,"104",NA
"We have been part of a coalition that protected maritime security from Houthi attacks and helped police the airspace of our partners in the Middle East.",NA,"104",NA
"Our strategic defence priorities",NA,"H",NA
"We will adapt to the lessons from the war in Ukraine which showed us it is vital to be able to replenish equipment quickly",NA,"104",NA
"and that the acceleration of disruptive technologies is changing the character of warfare.",NA,"104",NA
"Our strategic priorities will be: Boosting the UK defence industrial base by giving industry the multi-year certainty it requires to produce the equipment we need when we need it, with at least £10 billion of investment in munitions production, the majority of which will be spent in the UK over the next decade.",NA,"104",NA
"We will do this in the areas in which we have the most pressing priorities, building on UK expertise.",NA,"104",NA
"We will build long-term strategic partnerships with our industrial partners",NA,"104",NA
"and invest in high quality British defence industry jobs across the UK.",NA,"104",NA
"Accelerating the modernisation of our Armed Forces and investing in technology that is advantageous on the modern battlefield.",NA,"104",NA
"Through our new Defence Innovation Agency, we will scale R&D funding to a minimum of 5% of the defence budget,",NA,"104",NA
"together with an additional 2% to exploit that R&D, accelerating investments in new weapon systems.",NA,"104",NA
"Guaranteeing Ukraine the support it needs for the long haul, assuring current levels of support for as long as they are required.",NA,"104",NA
"We will secure additional military supplies for Ukraine",NA,"104",NA
"and build international agreement to use immobilised Russian assets to support Ukraine.",NA,"104",NA
"We will deliver a National Defence and Resilience Plan for our security, preparedness and resilience as a nation.",NA,"104",NA
"This will be based on the latest assessment of threats and risks, bringing together defence and civilian planning to reflect our increasingly interdependent world,",NA,"104",NA
"and sit alongside work to build on learnings from Covid to improve the country’s preparedness for risks on the National Risk Register.",NA,"104",NA
"We will improve Service Family Accommodation, improving quality and ensuring military families get the support they deserve.",NA,"104",NA
"Our pledge to Veterans",NA,"H",NA
"We are proud to have created the United Kingdom’s first Office for Veterans Affairs, run by a dedicated Minister who attends Cabinet, transforming what it feels like to be a Veteran in the United Kingdom.",NA,"104",NA
"We will maintain the Office for Veterans Affairs in its current position in the Cabinet Office, with a dedicated Minister for Veterans Affairs in Cabinet.",NA,"104",NA
"We will maintain the base operating budget of the Office for Veterans Affairs at £10 million throughout the next Parliament.",NA,"104",NA
"We will retain the National Insurance holiday for those who employ veterans",NA,"104",NA
"and we will bring forward measures so that War Pensions and Armed Forces Compensation Scheme awards are not counted as income for the purpose of benefits and pensions.",NA,"104",NA
"We will extend the visa fees waiver introduced to cover Commonwealth personnel, to include their direct dependants.",NA,"104",NA
"We will fully implement the findings of the independent review into Veterans UK.",NA,"104",NA
"We will bring forward measures to ensure public bodies record whether someone has served in the UK’s Armed Forces.",NA,"104",NA
"We will cut the cost of the Veterans Railcard so that it costs the same as the HM Forces Railcard.",NA,"104",NA
"We will pass the UK’s first ever Veterans’ Bill to enshrine Veterans’ rights in law.",NA,"104",NA
"Ensuring qualifications from Service are correctly recognised in civilian life,",NA,"503",NA
"creating a legal duty on government to look after our Veterans",NA,"104",NA
"and widening the scope of the Armed Forces Covenant in law to include the UK Government and devolved administrations.",NA,"104",NA
"We will change the law to ensure Veterans ID cards are valid identification in all future elections.",NA,"104",NA
"Improving efficiency and investing across the United Kingdom",NA,"H",NA
"Defence already contributes significantly to our economic prosperity, supporting over 400,000 jobs in the UK.",NA,"104",NA
"As part of our new investment in defence, we will prioritise growth in UK industries and supporting communities across the United Kingdom.",NA,"410",NA
"We will make sure new investment is spent more effectively than before.",NA,"303",NA
"By delivering our new Integrated Procurement Model, we will make defence procurement faster, smarter and more joined up,",NA,"303",NA
"boost private sector investment by confirming that ESG considerations are entirely consistent with investment in our vital defence industry and transform innovation.",NA,"401",NA
"We will ensure we achieve value for money from this investment in defence alongside our procurement reforms.",NA,"401",NA
"We will improve productivity, along with a new target to become the largest defence exporter in Europe by 2030.",NA,"410",NA
"Leadership in the world",NA,"H",NA
"Since the 2019 election, the Conservative Government has delivered on our promise to make Britain a force for good in the world.",NA,"601.1",NA
"We are proud of our record in defence and diplomacy in an increasingly contested and dangerous world",NA,"601.1",NA
"and we celebrate the professionalism of our Armed Forces, diplomats, development experts and intelligence agencies.",NA,"601.1",NA
"Our highest priority remains protecting the British homeland, Crown dependencies and Overseas Territories from risks and threats.",NA,"104",NA
"As part of that, we continue to ensure the democratic rights of people in Gibraltar, the Falklands and all our Overseas Territories are protected.",NA,"202.1",NA
"We believe that the United Kingdom needs to be outward-looking and global in perspective, seizing opportunities to deepen its economic ties and bolster its prosperity in the most dynamic parts of the world.",NA,"602.1",NA
"We have a record in standing up to those who threaten our security and values,",NA,"601.1",NA
"and we are taking new action to protect ourselves, our democracy and our economy at home.",NA,"601.1",NA
"We must be prepared to tackle the axis of authoritarian states and hostile actors who are working together to threaten international security.",NA,"104",NA
"That is why we will include Russia, Iran and China within the enhanced tier of the Foreign Influence Registration Scheme.",NA,"104",NA
"We will strengthen our relationships with like-minded partners around the world.",NA,"107",NA
"As a permanent member of the UN Security Council, the UK has a responsibility to stand up for international peace and security.",NA,"104",NA
"We will keep investing in our collective security through groups like the G7, Five Eyes and NATO.",NA,"104",NA
"We will maintain our special relationship with the United States, building on the closer trading and national security ties we have built in recent years.",NA,"101",NA
"We will seek to strengthen the Commonwealth, as an organisation that accounts for over a quarter of the membership of the UN and a champion of values.",NA,"101",NA
"We will deepen cooperation with Commonwealth partners and institutions to enhance the benefits of membership,",NA,"101",NA
"strengthen intra-Commonwealth trade, support members facing challenges in attracting inward investment",NA,"101",NA
"and strengthen the resilience of the most vulnerable members to climate change, nature loss and environmental degradation.",NA,"101",NA
"We will build on our post-Brexit relationships in Europe, including through the Joint Expeditionary Force and new defensive treaties with Germany and Poland, to match the treaty we have with France under Lancaster House.",NA,"107",NA
"In relation to China, we will strengthen our national security protections,",NA,"104",NA
"align and cooperate with our partners,",NA,"107",NA
"and engage where it is consistent with our interests.",NA,"107",NA
"China has disregarded universal human rights and its international commitments, from Tibet and Xinjiang to Hong Kong.",NA,"201.2",NA
"We will continue to raise our grave concerns at the UN and other fora",NA,"201.2",NA
"and use asset freezes and travel bans on those involved under our human rights sanctions regime.",NA,"201.2",NA
"We will maintain our close ties in the Indo- Pacific, following our accession to CPTPP, our AUKUS partnership with Australia and ASEAN dialogue partner status.",NA,"107",NA
"We will bolster the Hiroshima Accord with Japan",NA,"107",NA
"and expand trade and security ties with South Korea, Indonesia, Vietnam and Singapore.",NA,"107",NA
"We will finalise a free trade agreement with India,",NA,"401",NA
"alongside a deeper strategic partnership on technology and defence.",NA,"107",NA
"We will continue to seek closer ties with partners in the Gulf and Middle East based on an appreciation of regional perspectives and shared interests.",NA,"107",NA
"We will sign partnership agreements with each of the British Overseas Territories, ensuring we are working together to deliver for their residents and identifying areas for greater cooperation on defence, trade and investment.",NA,"107",NA
"To ensure our world-class diplomacy and development expertise is brought together we will maintain the merger of the Foreign Office and former Department for International Development –",NA,"303",NA
"and use this advantage to the maximum benefit in every post overseas.",NA,"303",NA
"The UK will remain one of the largest development donors in the world.",NA,"107",NA
"We will return to spending 0.7% of GNI when fiscal circumstances allow.",NA,"107",NA
"We will assess every penny of this money with a strict national interest test.",NA,"303",NA
"We will continue to ensure that aid and development supports our strategic objectives, with a focus on fragile states.",NA,"107",NA
"We will work with our partners to deliver the Sustainable Development Goals and tackle poverty, as set out in the International Development White Paper.",NA,"107",NA
"We will use our influence to ensure Multilateral Development Banks get more money to the countries who need it and work to deliver debt relief.",NA,"107",NA
"We will expand our international campaigns on girls’ education, women’s rights and reproductive health.",NA,"107",NA
"We will stand up for those persecuted for their faith and put the existing role of Special Envoy for Freedom of Religion or Belief on a statutory footing.",NA,"201.1",NA
"We will promote international media freedom",NA,"201.1",NA
"and work to end human trafficking and modern slavery.",NA,"201.2",NA
"We will support marginalised communities in the developing world and protect those persecuted for their ethnicity, political views, faith or sexuality.",NA,"201.1",NA
"We will continue our campaigns against child marriage and FGM.",NA,"201.2",NA
"We will scale up high impact, cost effective global health interventions, including maternal nutrition and antimicrobial resistance, for benefit at home and overseas.",NA,"107",NA
"We will continue our longstanding support for GAVI and the Global Fund - organisations that have saved millions of lives in the fight against disease.",NA,"107",NA
"We will maintain the leadership on climate change we achieved at COP26 and our efforts to tackle global warming and biodiversity loss.",NA,"501",NA
"We will continue to ring-fence our commitment to International Climate Finance.",NA,"501",NA
"We will work with Small Island Development States, including our Commonwealth friends in the Caribbean and the Pacific, to access finance for climate change adaptation and resilience.",NA,"501",NA
"We will be confident in spreading British values around the world, publishing a new Soft Power Strategy to support the role of our embassies and the British Council overseas.",NA,"601.1",NA
"We will support the BBC World Service,",NA,"601.1",NA
"expand the use of the English language worldwide",NA,"601.1",NA
"and champion English learning around the globe.",NA,"601.1",NA
"We will not apologise for standing up for our values",NA,"601.1",NA
"and we will work against the global rollback on people’s rights and freedoms.",NA,"201.2",NA
"We will use all the tools available to us, including travel bans and sanctions, on individuals and entities that warrant it.",NA,"201.2",NA
"We have delivered on our manifesto pledge to introduce ‘votes for life’ for British citizens living overseas.",NA,"601.1",NA
"We will appoint a Minister for British Citizens Overseas to represent them across government.",NA,"601.1",NA
"The UK has a strong record of providing world-leading consular support to our citizens overseas and we will ensure British nationals abroad get help when they need it.",NA,"601.1",NA
"We will introduce a new model for complex detention cases, with new Family Advocates to help provide specialist assistance and give greater confidence to families.",NA,"601.1",NA
"We are proud to be a problem-solving and burden-sharing nation.",NA,"601.1",NA
"We will use our diplomatic efforts to keep pushing for reconciliation and stability in parts of the world where there is conflict or unresolved territorial disputes.",NA,"601.1",NA
"We staunchly stand behind Israel’s right to defend itself and to live with security.",NA,"104",NA
"We will continue to support access to aid for those affected by the conflict.",NA,"107",NA
"We will push for a two-state solution in the Middle East - our long-standing position has been that we will recognise a Palestinian State at a time that is most conducive to the peace process.",NA,"106",NA
"We will redouble our efforts to help achieve diplomatic breakthroughs in Cyprus, Sri Lanka, Sudan and Myanmar.",NA,"106",NA
"We will bring back our Bill to ban public bodies from imposing their own boycott or divestment campaigns against foreign countries and territories.",NA,"302",NA
"We will intensify our fight to stop money laundering and dirty money and ensure all British Overseas Territories and Crown Dependencies adopt open registers of beneficial ownership.",NA,"605.1",NA
"Our plan to control immigration and stop illegal immigration",NA,"H",NA
">>Illegal migration is unfair.",NA,"601.2",NA
"It is unfair for people to jump the queue in front of people who play by the rules.",NA,"601.2",NA
"It is unfair for taxpayers to pay for the hotels and public services.",NA,"601.2",NA
"And it is unfair for illegal migrants themselves who risk their lives in the hands of people smugglers.",NA,"601.2",NA
"The Conservatives are the only party with a plan to stop the boats and reduce the strain that illegal migration places on our communities and public services.",NA,"601.2",NA
"Labour have no plan and would grant an amnesty to thousands of illegal migrants.",NA,"601.2",NA
"We have made progress.",NA,"601.2",NA
"Last year, small boat arrivals to the UK fell by a third.",NA,"601.2",NA
"Our work with international partners prevented more than 26,000 crossings last year.",NA,"601.2",NA
"Our Albania deal shows that deterrence works, with numbers down 90%.",NA,"601.2",NA
"But the only way to stop the boats entirely is to remove the incentive to come – by making clear that if you come here illegally, you will not be allowed to stay.",NA,"601.2",NA
"Only then will the boats stop coming and people stop dying in the Channel.",NA,"601.2",NA
"We will: Establish a deterrent.",NA,"601.2",NA
"We will run a relentless, continual process of permanently removing illegal migrants to Rwanda with a regular rhythm of flights every month, starting this July, until the boats are stopped.",NA,"601.2",NA
"If we are forced to choose between our security and the jurisdiction of a foreign court, including the ECtHR, we will always choose our security.",NA,"601.2",NA
"End the legal merry-go-round.",NA,"601.2",NA
"We will stop illegal migrants from bringing spurious challenges to block their removal by bringing our Illegal Migration Act into force and clearing the asylum backlog,",NA,"601.2",NA
"with all claims processed in six months",NA,"601.2",NA
"and the use of hotels ended.",NA,"601.2",NA
"Crack down on organised immigration crime, including through the National Crime Agency and our intelligence services, to disrupt supply chains and tackle people smugglers.",NA,"605.1",NA
"Reform asylum rules, holding an international summit and working with other countries to reform international laws to make them fit for an age of mass migration.",NA,"601.2",NA
"We will restrict visa access from countries that don’t work with us on our national priorities, like illegal migration.",NA,"601.2",NA
"Return people with no right to be here to their own country.",NA,"601.2",NA
"We will sign further returns deals like the one we have already agreed with Albania.",NA,"601.2",NA
"With control of our borders, we can do more to help refugees fleeing persecution.",NA,"201.2",NA
