"text","text_en","cmp_code","eu_code"
"Our £2 bus fare has cut bus fares outside London by 6.2%.",NA,"412",NA
"We will extend the £2 bus fare cap in England for the entirety of the next Parliament, benefitting young people and low-income households",NA,"412",NA
"while pensioners continue to benefit from the free bus pass.",NA,"504",NA
"The extension of the £2 fare cap will be funded by savings from reform of the railway which will save up to £1.5 billion annually.",NA,"412",NA
"Too often over the last few years, local Labour politicians have made the journeys on which people rely harder.",NA,"411",NA
"We are determined to turn this situation around.",NA,"411",NA
"Since 2010, the Conservative Government has consistently been on the side of drivers.",NA,"403",NA
"We have prioritised freezes in Fuel Duty",NA,"412",NA
"and recently published our ‘Plan for Drivers’ including reforms to make better use of bus lanes,",NA,"403",NA
"introduce penalties for overrunning street works",NA,"403",NA
"and implement a consistent approach to the enforcement of entering yellow box junctions.",NA,"605.1",NA
"Following the recent consultation, we will allow motorcycles in all bus lanes",NA,"403",NA
"and reform motorcycle licensing.",NA,"403",NA
"We will roll out the National Parking Platform this year to simplify paying for parking.",NA,"403",NA
"Reflecting feedback from older and disabled people, we will also give councils the power to ban pavement parking, provided they engage with businesses and residents to ensure they are not adversely affected.",NA,"503",NA
"We remain steadfastly committed to road safety and, to that end, will maintain our pledge to build no new smart motorways",NA,"403",NA
"and invest in improving the safety of existing ones.",NA,"403",NA
"2025 marks the 200th anniversary of the first passenger railway in the UK and we are the only party with a credible plan for rail reform.",NA,"411",NA
"Labour’s incoherent and ideological nationalisation plan would put the trade unions in charge, continuing to prolong unaffordable and unfair working practices which are unjustifiable to the public.",NA,"702",NA
"We will introduce a Rail Reform Bill in our first King’s Speech to create Great British Railways (GBR), headquartered in Derby.",NA,"411",NA
"GBR will usher in a revitalised private-public partnership, delivering a modern and innovative railway with reliable services, and simpler tickets.",NA,"411",NA
"We will task GBR with growing the role of the private sector, including supporting the expansion of open access services to bring greater choice for passengers.",NA,"411",NA
"We will also look to include measures to reform outdated working practices in the rail industry in the Rail Reform Bill.",NA,"701",NA
"Over the next Parliament, we will also roll out mobile pay as you go contactless tickets nationwide, bringing rail into line with how we pay for many goods and services.",NA,"411",NA
"We will work with Active Travel England to make it safer for people to walk or cycle, including projects like ensuring safe walking routes to schools and measures to protect pedestrians, cyclists and other vulnerable road users.",NA,"403",NA
"Where new schemes are introduced, we will ensure they have local support first.",NA,"403",NA
"While we back responsible cyclists, we will bring penalties for the rare instances where dangerous cyclists kill or injure into line with those for other road users.",NA,"605.1",NA
"Protecting our heritage and institutions",NA,"H",NA
"The Conservative Party will always protect our national heritage – including statues, monuments and memorials.",NA,"502",NA
"We will keep our ‘retain and explain’ guidance under review to ensure it supports custodians in the preservation of our national history and heritage.",NA,"502",NA
"We will continue to support museums and libraries across the country.",NA,"502",NA
"Government has the power to leverage philanthropy for good causes and cultural institutions.",NA,"502",NA
"We will work with individuals, businesses, charities and other networks to find opportunities to unleash this even further.",NA,"502",NA
"We will complete the review of Gift Aid within the next Parliament.",NA,"403",NA
"We will ensure Royal Mail continues to deliver the universal postal service in a way which is affordable for customers",NA,"403",NA
"as well as being efficient and financially sustainable.",NA,"403",NA
"Saturday deliveries are important, particularly to businesses, which is why we are clear they will not be scrapped.",NA,"403",NA
"Conservatives are clear we want a continued six-day service, which Labour and the trade unions would put at risk.",NA,"702",NA
"We have taken exceptional and unprecedented action, legislating to quash the convictions of those affected by the Post Office Horizon scandal, one of the greatest miscarriages of justice in our nation’s history.",NA,"503",NA
"We will ensure the new redress scheme is in place and ready to make payments to claimants by the end of July.",NA,"503",NA
"We are clear that the Post Office should be a valuable social and economic asset for communities and businesses for years to come.",NA,"403",NA
"That requires a change of culture at the top to deliver the scale of change needed across the organisation.",NA,"403",NA
"We have legislated to require banks and building societies considering closing a branch to consider the needs of all their customers and ensure they continue to have appropriate access to cash in their local community.",NA,"403",NA
"We have already announced over 100 Banking Hubs which enable customers to access free to use cash and everyday banking services.",NA,"403",NA
"We remain steadfast in our support for the fundamental principles that underpin the UK’s constitutional settlement.",NA,"203",NA
"We remain committed to the First Past the Post system for elections, maintaining the direct link with the local voter.",NA,"203",NA
"We will not change the voting age from 18.",NA,"203",NA
"We will maintain rules to tackle voting fraud, including the requirement to show ID.",NA,"202.1",NA
"Our plan for greater protections around sex and gender",NA,"H",NA
"Biological sex is a reality.",NA,"603",NA
"The overwhelming majority of people in this country recognise that.",NA,"603",NA
"It is right that we have in place provisions and protections for those whose sense of self does not match their biological sex.",NA,"503",NA
"However, we will not allow the safety and privacy of women and girls to be undermined.",NA,"603",NA
"It has been more than a decade since the Equality Act was passed by a Labour Government.",NA,"603",NA
"It has not kept pace with evolving interpretations and is not sufficiently clear on when it means sex and when it means gender.",NA,"603",NA
"The next Conservative Government will introduce primary legislation to clarify that the protected characteristic of sex in the Equality Act means biological sex.",NA,"603",NA
"This will guarantee that single sex services and single sex spaces can be provided, for example in healthcare and sports settings, to ensure women and girls are protected.",NA,"603",NA
"We are clear that on fundamental matters of personal identity there should be one approach across the country, so we will also legislate so that an individual can only have one sex in the eyes of the law in the United Kingdom.",NA,"603",NA
"In recent years, an increasing number of children have started questioning their gender, the consequences of which are still unknown.",NA,"603",NA
"This is why we will pass legislation to ensure schools must follow our guidance for teachers on how best to support gender questioning students in schools and colleges.",NA,"603",NA
"Parents will have a right to know if their child wants to be treated as the opposite sex and schools will have to involve parents when it comes to decisions about their children.",NA,"603",NA
"We are clear that no one in this country should be harmed or harassed for who they are.",NA,"503",NA
"That is why we are proud that the UK has one of the world’s strongest legislative frameworks to prevent and tackle discrimination and harassment against those with particular protected characteristics, including sexual orientation and gender reassignment.",NA,"601.1",NA
"Attempts at so-called ‘conversion therapy’ are abhorrent.",NA,"503",NA
"But legislation around conversion practices is a very complex issue, with existing criminal law already offering robust protections.",NA,"503",NA
"The challenges involved can be seen, for example, with the SNP re-consulting for views on their proposals in Scotland and Sweden recently concluding that they will not be pursuing a similar ban.",NA,"503",NA
"In light of the Cass Review Final Report, it is right that we take more time before reaching a final judgement on additional legislation in this area.",NA,"503",NA
"Equality of opportunity",NA,"H",NA
"We are committed to promoting equality of opportunity, not divisive identity politics.",NA,"503",NA
"We value a society that is inclusive no matter what sex, sexual orientation, ethnicity or religion a person is.",NA,"503",NA
"Our United Kingdom is a multiethnic, multi-racial, multi-faith success story.",NA,"607.1",NA
"Our Inclusive Britain plan advances opportunity while tackling unfair ethnic disparities across education, employment, health and the justice system.",NA,"503",NA
"We are seeing some of the most entrenched disparities in our society narrowing, for example in our justice system and our police forces, we now have the highest proportion of ethnic minority officers, judges and magistrates since records began.",NA,"503",NA
"Our ambition is to make this country the most accessible place in the world for people with disabilities to live, work and thrive.",NA,"503",NA
"We are delivering on our Disability Action Plan to transform the everyday lives of people with disabilities.",NA,"503",NA
"We passed the British Sign Language Act to ensure all public services and information are accessible to Deaf people who use BSL.",NA,"503",NA
"The Down Syndrome Act will improve access to services and the quality of life of people with Down’s syndrome.",NA,"503",NA
"In the next Parliament we will improve support for people who have guide or assistance dogs",NA,"503",NA
"and explore bidding to host and deliver the 2031 Special Olympics World Summer Games.",NA,"503",NA
"We are proud of our record on delivering for LGBT people and will continue to do so.",NA,"503",NA
"We passed the Same Sex Marriage Act to give same-sex couples the opportunity to enjoy the institution of marriage.",NA,"503",NA
"We have delivered the largest national roll out of PrEP in Europe.",NA,"503",NA
"Our plan to back farmers and fisheries to grow our food security",NA,"H",NA
"<< Our food and farming sectors generate over £120 billion for the UK economy every year.",NA,"703.1",NA
"In the last Parliament, we maintained the farming budget to support our food security.",NA,"703.1",NA
"In England, this has supported farmers with a range of options to choose what works best for them, from business advice to new equipment, soil and nutrient management and hedgerow planting.",NA,"703.1",NA
"Labour’s actions in Wales show that they will never be on the side of the farming community.",NA,"703.1",NA
"Their blueprint involves top-down targets, fundamentally denying farmers the flexibility they need to achieve environmental goals in ways that work for them and making their primary job of keeping the nation fed harder.",NA,"703.1",NA
"Conservatives will always be on the side of farmers.",NA,"703.1",NA
"To continue backing our farmers, we will: Increase the UK-wide farming budget by £1 billion over the Parliament, ensuring it rises by inflation in every year.",NA,"703.1",NA
"Farmers will be able to spend every extra penny on grants to boost domestic food production on top of maintaining our approach to Environmental Land Management Schemes.",NA,"703.1",NA
"In England, nearly half of all farmers have now signed up to schemes, choosing what works best for their business to invest in food security and sustainable agriculture.",NA,"703.1",NA
"We will build on work to date to ensure our schemes work for all farmers, from tenants to the uplands and beyond.",NA,"703.1",NA
"Continue to ringfence agricultural funding so it is passed directly on to farming and rural communities in Scotland, Wales and Northern Ireland",NA,"703.1",NA
"alongside a new UK-wide £20 million Farming Innovation Fund.",NA,"703.1",NA
"Introduce a legally binding target to enhance our food security.",NA,"703.1",NA
"The target will apply UK-wide alongside our UK Food Security Index, the first of its kind, helping us to determine where best to concentrate farming funds.",NA,"703.1",NA
"This will also feed into the development of the Land Use Framework.",NA,"703.1",NA
"Improve public sector procurement to deliver our goal that at least 50% of food expenditure is spent on food produced locally or to higher environmental production standards.",NA,"703.1",NA
"Reform our planning system to deliver fast track permissions for the building of infrastructure on farms, such as glasshouses, slurry and grain stores, and small-scale reservoirs.",NA,"703.1",NA
"Use our significant investment in R&D to prioritise cutting-edge technology in areas such as fertiliser and vertical farming.",NA,"703.1",NA
"Stick to our plan to support the agricultural sector with the labour it needs to maintain our food security,",NA,"703.1",NA
"while moving away from the reliance on seasonal migrant labour with a five-year visa tapered scheme,",NA,"601.2",NA
"alongside clear investment in automation and promoting agri-food careers and skills.",NA,"703.1",NA
"Always stand up for farmers when negotiating new trade deals.",NA,"703.1",NA
"At the 2023 UK Farm to Fork Summit, an event which we will continue every year, we set out our commitments to ensure UK farming is at the heart of UK trade.",NA,"703.1",NA
"We will always look for the right deal for farmers.",NA,"703.1",NA
"We will continue to support UK agri-food and drink attachés in our embassies abroad, pioneering new markets and new opportunities for our domestic food and drink industry.",NA,"703.1",NA
"Championing our fishing sector",NA,"H",NA
"We have taken back control of our waters post-Brexit and will continue to back our fishing sector to feed the nation , build long term sustainability, and grow coastal businesses from Shetland to Cornwall.",NA,"703.1",NA
"In 2024, we secured quotas worth over £970 million for UK fishermen.",NA,"703.1",NA
"We will go further to seek additional opportunities for our inshore fleet in the 2026 negotiations, and ensure inshore voices are better heard by their representative bodies.",NA,"703.1",NA
"We will replicate the £100 million UK Seafood Fund to continue to support the sector to thrive.",NA,"703.1",NA
"The fund could be used to invest in harbour and fish market upgrades, provide new equipment and technology for fish processing or to support our growing aquaculture sector.",NA,"703.1",NA
"We will particularly concentrate funding on small and medium sized businesses and the inshore fishing fleet.",NA,"703.1",NA
"Recognising competing pressure on marine space, we will also seek opportunities to back the inshore fleet when making marine planning decisions.",NA,"703.1",NA
"Our plan to support our rural way of life and enhance our environment",NA,"H",NA
"Conservatives are committed to nurturing a thriving rural economy.",NA,"301",NA
"Rural areas already contribute over £250 billion to the economy.",NA,"301",NA
"We will build on this, supporting jobs, growth and education in rural communities.",NA,"301",NA
"Over 80% of properties across the country can now access high-speed broadband, up from just 7% in 2019, with a record £714 million committed to boosting rural broadband coverage in 2024.",NA,"411",NA
"We will invest in new technology to achieve our ambitious broadband targets for hard-to-reach areas.",NA,"411",NA
"On transport, the £2 fare cap has cut rural bus fares by over 11%",NA,"412",NA
"and our commitment in our Backing Drivers Bill not to introduce pay per mile road pricing schemes will ensure people who rely on their cars in rural areas are protected.",NA,"412",NA
"We will do more to boost the availability of affordable housing for local people in rural areas.",NA,"301",NA
"We will ensure rural exception sites support local people into home ownership",NA,"301",NA
"and create a dedicated taskforce in Homes England to deliver on the mission set out in their Rural Housing Statement to invest in regeneration and building high quality homes.",NA,"301",NA
"We will ensure councils have the powers they need to manage the uncontrolled growth of holiday lets,",NA,"301",NA
"which can cause nuisance to residents and a broader ‘hollowing out’ of communities.",NA,"606.1",NA
"Conservatives will always seek to preserve and enhance the rural way of life.",NA,"606.1",NA
"We will make no changes to the Hunting Act.",NA,"502",NA
"Further, public arms-length bodies must be responsive to those they serve.",NA,"303",NA
"Rural communities are clear that improvements must be made to the ways in which these bodies consult and make decisions, especially from Natural England and the Environment Agency.",NA,"303",NA
"We will improve their accountability and give them clearer objectives to focus on.",NA,"303",NA
"They must take balanced decisions and factor in the impact on the rural economy.",NA,"301",NA
"In recent years we have seen increasingly extreme wet weather, underlining the importance of building flood resilience.",NA,"501",NA
"Since 2010, Government investment has better protected over 600,000 properties from flooding and coastal erosion,",NA,"501",NA
"and since 2015, has protected over 900,000 acres of farmland.",NA,"703.1",NA
"In 2020, we announced a doubling of capital funding into flood defences in England to a record £5.6 billion over 2021-2027.",NA,"501",NA
"We will maintain this record flooding funding to continue to protect homes, farms and businesses.",NA,"501",NA
"This will work alongside the Flood Recovery Framework and Farming Recovery Fund to directly support communities, businesses and farmers affected by flooding.",NA,"501",NA
"Enhancing nature and protecting our environment",NA,"H",NA
"Our beautiful countryside, coastline, woods and rivers are a crucial part of what makes our country so special.",NA,"601.1",NA
"We are committed to leaving the environment in a better state for future generations.",NA,"601.1",NA
"We introduced our landmark Environment Act including ambitious targets to halt nature’s decline by 2030 and Biodiversity Net Gain,",NA,"501",NA
"a world leading scheme to deliver greener new development.",NA,"501",NA
"We led international efforts to protect our oceans and seas, building on the success of the Blue Belt programme which protects an area of ocean the size of India.",NA,"501",NA
"We will consult UK overseas territories on opportunities to expand it further.",NA,"501",NA
"We will continue with our moratorium on deep sea mining and will ratify the Global Oceans Treaty early in the next Parliament.",NA,"501",NA
"We have prioritised animal welfare, passing legislation to protect pets from harm",NA,"501",NA
"whilst ensuring owners are responsible and cracking down on dangerous dogs such as XL Bullies.",NA,"501",NA
"We remain committed to banning the import of hunting trophies",NA,"501",NA
"and tackling puppy smuggling",NA,"501",NA
"and livestock worrying.",NA,"501",NA
"Water supply interruptions to customers have decreased five-fold and leakage has been cut by one-third since privatisation.",NA,"403",NA
"Last year 90% of our designated bathing waters were classified as ‘good’ or ‘excellent’, up from 76% in 2010.",NA,"501",NA
"But we must go further.",NA,"501",NA
"That is why we set out an ambitious Plan for Water, bringing historic levels of transparency and investment,",NA,"501",NA
"while keeping bill increases affordable for consumers.",NA,"403",NA
"Our plan includes: Working with the regulator to further hold companies to account, including banning executive bonuses if a company has committed a serious criminal breach.",NA,"501",NA
"This will build on our legislation for unlimited fines.",NA,"501",NA
"Extending the £50 water rebate for those in the South West across the Parliament.",NA,"412",NA
"Using fines from water companies to invest in river restoration projects, including linking up thriving habitats to multiply the benefits for wildlife and water quality.",NA,"501",NA
"This will create a river recovery network, modelled on our nature recovery network, and create new destinations for people to enjoy across England.",NA,"501",NA
"It will take a more local, tailored approach like the plan for the River Wye.",NA,"501",NA
"The next five years will see transformational investment and change in the water sector on a scale never seen before, thanks to the introduction of 100% monitoring – up from 7% under the last Labour Government – and targets on leaks and pollution.",NA,"403",NA
"To deliver our ambitious plan for water beyond 2030, we will reform the ‘Price Review’ regulatory process for water companies.",NA,"403",NA
"This will consider how we move to a more localised catchment-based and outcome-focussed approach, that better utilises nature-based solutions and further strengthens sanctions for water companies that fail to deliver for the public, coasts and rivers.",NA,"403",NA
"We are sticking to our ambitious plan to plant more trees.",NA,"501",NA
"We will: Deliver our tree planting and peatland commitments through our Nature for Climate funding,",NA,"501",NA
"and continuing our work to unlock private investment.",NA,"403",NA
"Launch a new design competition for urban greening, focused on the new quarters we want to develop in Leeds, Cambridge and sites in inner London.",NA,"501",NA
"Cut red tape that holds back the planting of trees in the planning system.",NA,"303",NA
"This will identify particularly suitable areas for tree planting where processes and permits will be streamlined.",NA,"303",NA
"Deliver our commitment at COP28 to introduce forest risk commodities legislation early in the next Parliament, tackling our impact on illegal deforestation internationally.",NA,"501",NA
"We know that spending time outdoors in nature can significantly benefit our health and wellbeing, especially for children.",NA,"501",NA
"That is why we set an ambitious commitment for everyone to have access to nature within 15 minutes’ walk of where they live.",NA,"501",NA
"To deliver this, we will: Designate our 11th National Park alongside investing to improve existing National Parks and protected landscapes.",NA,"501",NA
"Use future rounds of our Landscape Recovery Scheme to support more local projects like the community-led schemes near Hadrian’s Wall as the area recovers from the vandalism at the Sycamore Gap.",NA,"501",NA
"Continue to support programmes that encourage disadvantaged children and young people to access green spaces.",NA,"503",NA
"Deliver our commitments on National Trails including the Coast to Coast Path and the King Charles III England Coast Path.",NA,"501",NA
"Continue to work with landowners, charities and others to open up more ‘access to nature’ routes.",NA,"501",NA
"We will not impose a universal Right to Roam.",NA,"403",NA
"We will take comprehensive action to crack down on organised waste crime, especially those who impact protected nature sites.",NA,"605.1",NA
"We will deliver our enhanced penalties for fly tipping, giving councils new tools to help tackle offenders.",NA,"605.1",NA
"We will continue to develop a UK-wide Deposit Return Scheme,",NA,"501",NA
"while working to minimise the impact on businesses and consumers.",NA,"403",NA
"We will prevent new waste incinerators being built, including those with recent permit approvals, revoking those where substantial construction has not taken place.",NA,"501",NA
"This recognises the impact on local communities and that increased recycling rates will reduce the need for incineration capacity in the longer term.",NA,"501",NA
"Our plan to support sport and the creative sector",NA,"H",NA
"At the core of our national and local identities is culture and sport.",NA,"502",NA
"We are proud of our investment in grassroots sports across the country, with over £320 million being delivered between 2021 and 2025 to build, renovate and maintain grass pitches and, multi-sport facilities.",NA,"502",NA
"We will maintain this pace of investment over the next Parliament through the continuation of the Multi-Sport Grassroots Facilities Programme.",NA,"502",NA
"We will look to expand the criteria to ensure more sports benefit from this investment.",NA,"502",NA
"We will introduce laws to ensure our fans never again face the threat of clubs in England joining breakaway closed-shop competitions",NA,"403",NA
"and giving them more of a voice through the Independent Football Regulator.",NA,"403",NA
"The Conservative Party stands up for women and girls in sport.",NA,"503",NA
"We delivered equal access for grassroots sporting facilities for women and girls,",NA,"503",NA
"the £30 million Lionesses Futures Fund,",NA,"503",NA
"established the Board of Women’s Sport",NA,"503",NA
"and are implementing recommendations from the Carney Review of Women’s Football.",NA,"503",NA
"We will prioritise equal access for women and girls in our ongoing programme of investment in grassroots sports facilities.",NA,"503",NA
"Supporting our worldleading creative industries",NA,"H",NA
"We believe apprenticeships are a key pipeline of talent into our world-leading creative industries.",NA,"502",NA
"We will work with industry to deliver a dedicated flexible coordination service so that everyone who wants to work in the film, TV, gaming and music sectors can work on live productions whilst benefiting from at least 12 months of secure training.",NA,"502",NA
"We will ensure our creative sector tax incentives remain competitive.",NA,"402",NA
"The UK is now the second most popular place in the world to make films and high-end TV.",NA,"502",NA
"That’s a direct result of Conservatives taking action: there have been 1 million new jobs since 2010",NA,"502",NA
"and the economic value of the creative industries has doubled.",NA,"410",NA
"We provided an unprecedented £1.57 billion support package during Covid.",NA,"502",NA
"We will ensure creators are properly protected and remunerated for their work,",NA,"502",NA
"whilst also making the most of the opportunities of AI and its applications for creativity in the future.",NA,"411",NA
"As well as standing behind the creative sector we have also stood behind our pubs and hospitality businesses, prioritising them for Business Rates relief",NA,"402",NA
"and freezing alcohol duty.",NA,"402",NA
"But, in parts of the country, hospitality and particularly our nighttime economy is in decline.",NA,"402",NA
"In Wales, Labour have hiked taxes on business by axing tax relief.",NA,"402",NA
"In London, despite the high profile hiring of a ‘Night Czar’ by the Labour Mayor, over 3,000 pubs, bars and nightclubs have closed in the capital since March 2020.",NA,"402",NA
"We will turn this around by launching a review of the nighttime economy in England, looking at how to reverse the decline in pubs and clubs",NA,"402",NA
"and how to make our towns and cities great places to go out.",NA,"402",NA
"The BBC should represent the perspectives of the entire nation with diversity of thought, accuracy and impartiality as its guiding principles.",NA,"201.1",NA
"We will carefully consider the findings of the Funding Review ahead of the next Royal Charter and ensure it upholds these principles.",NA,"201.1",NA
"We will introduce a new complaints process for the BBC so the BBC does not mark its own homework.",NA,"201.1",NA
"The Conservative Party is a strong defender of freedom of speech and freedom of the press.",NA,"201.1",NA
"We oppose state regulation and control of the press, including any attempt to bring forward Leveson 2 or re-open the Royal Charter on self-regulation of the press.",NA,"201.1",NA
"We were proud to deliver the Freedom of Speech Act to protect free speech and open debate in our universities.",NA,"201.1",NA
"Our plan to strengthen the United Kingdom",NA,"H",NA
"In recent years, each part of the UK has worked together to tackle shared challenges.",NA,"601.1",NA
"The United Kingdom is a unique and uniquely successful Union, enabling each constituent part to grow and thrive.",NA,"601.1",NA
"As the Conservative and Unionist Party, we are committed to supporting our Union and continuing to deliver for people across the UK.",NA,"601.1",NA
"During the 25th anniversary year of devolution, we celebrate the progress which has been made and the relationships which have been built.",NA,"301",NA
"We are focused on working together to deliver for people across the UK, including maintaining meaningful intergovernmental relations.",NA,"301",NA
"Since the initial devolution settlements, significant further powers have been devolved to Holyrood, Cardiff Bay and Stormont.",NA,"301",NA
"We believe governments in Scotland, Wales and Northern Ireland now have the right balance of powers to deliver for people there.",NA,"301",NA
"As powers have been transferred, it has become more important than ever that the devolved governments are held responsible for their performance.",NA,"301",NA
"To support this, we will legislate to deliver comparable data across the UK so the performance of public services can be accurately compared.",NA,"303",NA
"We support greater accountability within the devolved parliaments and centralisation within Scotland, Wales and Northern Ireland to ensure decisions are made as close to the communities they serve as possible.",NA,"303",NA
"Devolved governments should be focused on utilising the powers they have to deliver on people’s priorities and we will continue to oppose attempts to distract from these with constitutional wrangling.",NA,"203",NA
"We will relentlessly protect the UK’s internal market, securing Northern Ireland’s place in it and protecting consumers and businesses from unnecessary trade barriers.",NA,"406",NA
"Intra-UK trade is worth £190 billion, and to boost this, we have legislated to guarantee unfettered access for goods from Northern Ireland to the rest of the UK",NA,"406",NA
"and will establish a new Intertrade UK body to promote trade within the United Kingdom.",NA,"406",NA
"The UK Internal Market Act ensures businesses can sell goods and provide services freely across the UK.",NA,"406",NA
"Levelling up across the UK",NA,"H",NA
"Delivering for people right across the country requires joint working between the UK and devolved governments as well as local partners.",NA,"301",NA
"Our focus on delivery and working with local partners to do so, has paid dividends in recent years, providing:",NA,"301",NA
"over £3 billion of investment in levelling up in Scotland;",NA,"301",NA
"over £2.5 billion to level up Wales; and",NA,"301",NA
"over £1 billion for levelling up projects in Northern Ireland.",NA,"301",NA
"The UK Government has a duty to citizens right across the country.",NA,"301",NA
"Over the course of the last Parliament we have been building stronger relationships with local authorities and community groups in Scotland, Wales and Northern Ireland to help us deliver for people there.",NA,"301",NA
"We are committed to continuing to fund projects across the UK directly and will:",NA,"301",NA
"Extend the UK Shared Prosperity Fund for another three years, delivering a further £540 million a year for communities across Scotland, Wales and Northern Ireland.",NA,"301",NA
"Expand the Long-Term Plan for Towns, supporting a further nine towns in Scotland, Wales and Northern Ireland with £20 million endowments to make long-term improvements over 10 years.",NA,"301",NA
"Maintain the Community Ownership Fund for another three years, enabling community groups across Scotland, Wales and Northern Ireland to continue accessing funding to save community assets which are at risk of being lost.",NA,"301",NA
"Continue the Multi-Sport Grassroots Facilities Programme throughout the next Parliament so sports facilities in Scotland, Wales and Northern Ireland can access vital investment.",NA,"301",NA
"These schemes improve communities and support infrastructure as well as sports and cultural activities across the UK, sitting alongside our backing for events such as the Hay Festival, the Edinburgh Festival and Fringe and the UK and Ireland Euro 2028 tournament.",NA,"301",NA
"We will support Freeports and investment zones in Scotland and Wales,",NA,"301",NA
"delivering jobs and investment from the Cromarty Firth to Port Talbot,",NA,"301",NA
"and establish an Enhanced Investment Zone in Northern Ireland.",NA,"301",NA
"We will pursue the extension of the Enhanced Investment Zone to cover Stranraer and Cairnryan on the west coast of Scotland, recognising this vital route between Northern Ireland and Scotland and the opportunities for trade and economic growth.",NA,"301",NA
"Our Islands Forum will also continue to bring together island communities from across the UK to consider and identify solutions to their unique needs.",NA,"301",NA
"Scotland",NA,"H",NA
"Ten years on from the 2014 independence referendum, the SNP remain focused on the constitution while Scotland has moved on.",NA,"203",NA
"They are distracted from the day job, with falling educational standards, rising drug deaths and long-delayed ferries.",NA,"203",NA
"The Conservatives and Unionists will continue to oppose this – the 2014 vote was decisive.",NA,"203",NA
"Instead, we will focus on what really matters to people.",NA,"503",NA
"We will cut taxes for working people again, benefitting 2.4 million Scots.",NA,"503",NA
"We are also boosting Scotland’s economy through mechanisms such as our City and Growth Deals, dedicated British Business Bank fund and support for Scottish exports.",NA,"410",NA
"Our new Intertrade UK body will promote trade within the United Kingdom, with 61% of Scotland’s exports going to the rest of the UK in 2021.",NA,"406",NA
"We will press for the permanent removal of tariffs on Scotch whisky with the US Government",NA,"406",NA
"and work to achieve a significant tariff reduction in India through free trade agreement discussions.",NA,"406",NA
"Scottish businesses will also continue to benefit from measures including tax reliefs for creative industries, support for small businesses and entrepreneurs and the Global Britian Investment Fund.",NA,"402",NA
"We will prioritise our energy security.",NA,"402",NA
"We have already put the Energy Security Investment Mechanism into legislation, ensuring the energy profits levy will end when oil and gas prices fall below a threshold.",NA,"402",NA
"We will bring legislate to require annual oil and gas licensing rounds and maintain investment allowances for the oil and gas sector",NA,"402",NA
"while supporting renewable technologies.",NA,"416.2",NA
"We will continue backing the North Sea Transition Deal and Aberdeen City Region Deal, with Aberdeen’s Investment Zone bringing £160 million of support to the area over the next ten years.",NA,"402",NA
"We will focus on supporting Scotland’s workforce transition to new industries such as carbon capture, offshore wind, hydrogen and tidal, including by providing £15 million to support the Energy Transition Zone’s skills programmes.",NA,"411",NA
"We will continue laying the groundwork for nuclear projects to be taken forward in Scotland to deliver cheaper, cleaner and more secure energy.",NA,"402",NA
"We will support Scotland’s fishing and farming industries.",NA,"703.1",NA
"We have extended the Seasonal Agricultural Workers Scheme until 2029,",NA,"602.2",NA
"introduced a new UK-wide Food Security Index",NA,"403",NA
"and will increase the UK-wide farming budget by £1 billion over the next Parliament,",NA,"703.1",NA
"ensuring the ringfenced amount provided to the Scottish Government rises by inflation each year.",NA,"301",NA
"We will use powers in the Scotland Act to require the Scottish Government to provide annual reports on how this funding is being utilised and work with them to put a UK-wide food security target into law.",NA,"302",NA
"We will establish a UK Farming Innovation Fund to deliver grants for innovative agricultural projects directly to farmers in Scotland, promoting economic development in rural areas.",NA,"703.1",NA
"Only the Conservatives and Unionists will support Scotland’s fishing communities, with a further £100 million for the UK Seafood Fund to support small businesses and inshore fleets",NA,"703.1",NA
"and a steadfast commitment to taking back control of our waters, negotiating the best quotas possible and remaining out of the hated Common Fisheries Policy.",NA,"703.1",NA
"We will improve connectivity across Scotland with support for road and rail improvements and ferry services, including guaranteed investment to improve pinch points on the A75,",NA,"411",NA
"providing £5 million for the evaluation of proposals to extend the current Borders Railway from Tweedbank through Hawick and on to Carlisle,",NA,"411",NA
"updating the East Coast Main Line timetable to provide faster rail journeys between Edinburgh and London",NA,"411",NA
"and providing funding for the UK Islands Forum Connectivity Project.",NA,"411",NA
"Wales",NA,"H",NA
"The Labour Welsh Government have let standards slide across crucial public services while focusing on policies people in Wales do not want, from putting more politicians in the Senedd to implementing a blanket 20mph speed limit across Wales and banning new roadbuilding.",NA,"305.1",NA
"By contrast, the Conservatives and Unionists are delivering for Wales by cutting taxes again for 1.2 million working people in Wales",NA,"503",NA
"and making investments in industry, local communities and infrastructure.",NA,"410",NA
"And we want to go further.",NA,"305.1",NA
"To improve connectivity across Wales, we’ll provide match funding to the Welsh Government to reconsider the M4 relief road and third Menai crossing options",NA,"411",NA
"as well as wider improvements to the A55 and the A483 around Wrexham.",NA,"411",NA
"We will provide funding to Monmouthshire Council to develop plans for a Chepstow bypass",NA,"411",NA
"and prioritise the Pant- Llanymynech bypass.",NA,"411",NA
"As a result of our decision to cancel the second phase of HS2 and invest the savings into local transport projects, we can commit £1 billion for the electrification of the North Wales Main Line",NA,"411",NA
"and ensure Wales starts receiving Barnett consequentials for the projects funded from HS2 savings in England.",NA,"301",NA
"We will fund rail upgrades at Padeswood to unlock the potential for wider improvements on the Borderlands Line",NA,"411",NA
"and facilitate the electrification of the North Wales Main Line.",NA,"411",NA
"We will prioritise development of the Pencoed level crossing",NA,"411",NA
